Account;2018-03-15
bonappetit;3214745.0
NatGeoFood;35825.0
TwitterFood;838501.0
Fooddotcom;30.0
newfoodeconomy;6118.0
bflay;2711027.0
RealCarrotFacts;221300.0
NYTFood;1420078.0
CivilEats;92533.0
Seriouseats;806120.0
RealCapnCrunch;41676.0
iowagirleats;15293.0
spoonuniversity;17264.0
foodandwine;6677356.0
epicurious;2800706.0
Newsweek;3423919.0
nytimes;41418211.0
NBCNews;5929830.0
CNN;39733964.0
washingtonpost;12249413.0
BBCWorld;22871189.0
WSJ;15626327.0
FoxNews;17410022.0
ABC;13677171.0
Reuters;19486093.0
el_pais;6590070.0
abc_es;1527478.0
antena3com;1358221.0
noticias_cuatro;803150.0
24h_tve;1267030.0
ecosdelbalon;38719.0
NYT4thDownBot;25905.0
baseballpro;115155.0
FutbolAvanzado;24515.0
NBA;27418670.0
LaLiga;3520869.0
AnalyseSport;8567.0
Olympics;6161939.0
wizard_cfc;15612.0
ThatGuyTipsterr;8250.0
moneyballfutbol;2816.0
Multi_Apuesta;50190.0
AP_Sports;120189.0
sportbible;
SportsCenter;35571913.0
livefolk;203.0
travel;6346118.0
NatGeoTravel;6592109.0
TravelLeisure;4022133.0
Earth_Pics;
EarthPix;3036424.0
frugaltraveler;516894.0
nytimestravel;1142638.0
BBC_Travel;983774.0
TelegraphTravel;285143.0
TravelMagazine;2790254.0
CNTraveler;3220830.0
ThatsEarth;1462454.0
chicagoideas;39375.0
ViajaEnElMundo;130988.0
TheBlondeSalad;9938.0
kenzo;320867.0
voguemagazine;13672211.0
BritishVogue;3608897.0
ELLEmagazine;6865691.0
Cosmopolitan;1726755.0
Fashionista_com;2253597.0
WhoWhatWear;2329440.0
TheCut;1430852.0
TimesFashion;2506173.0
ELLEUK;1220792.0
LondonFashionWk;1269551.0
VictoriasSecret;11507982.0
styleinmadrid;28485.0
RevistaInStyle;31105.0
Sephora;2388627.0
CiudadanosCs;463755.0
Bcnisnotcat_;55074.0
AMI__cat;37574.0
TheDemocrats;1429872.0
epp;125037.0
ahorapodemos;1326639.0
CNNPolitics;2632388.0
bpolitics;236431.0
ABCPolitics;689058.0
MSNBC;2046573.0
latimes;3220428.0
thehill;3022920.0
vox_es;70896.0
cope_es;342122.0
OndaCero_es;495761.0
UberFacts;14518042.0
BuzzFeed;6483700.0
SavedYouAClick;259714.0
MoviePass;47136.0
kalesalad;163899.0
cuantocabron;209236.0
ladbible;2048904.0
mental_floss;649939.0
elmundotoday;1169057.0
Cabronazi;253679.0
lavecinarubia;393439.0
pourmecoffee;280612.0
NFL_Memes;442061.0
9GAG;14728744.0
funnyordie;14396540.0
netflix;4818115.0
hbo;1928889.0
FOXTV;1258676.0
SonyPicsTeens;2981883.0
Miramax;428282.0
NBC;1804207.0
La1_tve;534723.0
laSextaTV;897531.0
9gagtv;187179.0
PrimeVideo;373204.0
hulu;532279.0
CBS;977325.0
shows_tv;14337.0
MarvelStudios;742413.0
TwitterMovies;7194812.0
policia;3138346.0
CIA;2287958.0
WhiteHouse;16792430.0
casareal;836756.0
nswpolice;153502.0
guardiacivil;1207728.0
DGTes;202107.0
esa;829641.0
NASA;28838379.0
CERN;2576452.0
EU_Commission;917439.0
UN;10180913.0
EUCouncil;316543.0
ONU_es;955121.0
UNICEF;7167720.0
sockington;1420106.0
Fascinatingpics;6587452.0
shedancestibet;23957.0
A_single_bear;112912.0
BronxZoosCobra;158976.0
MoveTheWorld;118185.0
peta;1061948.0
dodo;778374.0
BuzzFeedAnimals;106196.0
NationalZoo;428910.0
fabulousanimals;
darth;119836.0
EmrgencyKittens;6656668.0
AnimalPlanet;1599208.0
natgeowild;925162.0
TEDTalks;11025779.0
materia_ciencia;719620.0
cienciaplus;397469.0
WIREDScience;2098833.0
ScienceMarchDC;356184.0
sciencemagazine;1124494.0
sciencemuseum;666659.0
aaas;88747.0
NSF;1089766.0
PopSci;1263439.0
scienceworldca;17507.0
rdfrs;80757.0
MarsCuriosity;3932580.0
cienciatmx;22.0
CdeCiencia;55983.0
StockTwits;599862.0
business;4657471.0
1Brokercom;4683.0
LSFinancial;15373.0
TV_TradingIdeas;13970.0
mytradingbuddy;84287.0
HarvardBiz;5364736.0
BabyPips;87342.0
FTTradingRoom;23639.0
TradingNation;17154.0
BigCheds;50480.0
DanielsTrading;6462.0
canuck2usa;43489.0
BourseetTrading;15281.0
mytradingbuddy;84287.0
tradingview;42005.0
LSFinancial;15373.0
TV_TradingIdeas;13970.0
