Account;2018-03-18
bonappetit;3219895.0
NatGeoFood;35855.0
TwitterFood;838610.0
Fooddotcom;30.0
newfoodeconomy;6180.0
bflay;2714488.0
RealCarrotFacts;221203.0
NYTFood;1420266.0
CivilEats;92613.0
Seriouseats;806503.0
RealCapnCrunch;41683.0
iowagirleats;15289.0
spoonuniversity;17270.0
foodandwine;6679853.0
epicurious;2801708.0
Newsweek;3424824.0
nytimes;41457047.0
NBCNews;5937438.0
CNN;39775999.0
washingtonpost;12269741.0
BBCWorld;22903780.0
WSJ;15637562.0
FoxNews;17438241.0
ABC;13707911.0
Reuters;19503467.0
el_pais;6593015.0
abc_es;1528561.0
antena3com;1358718.0
noticias_cuatro;803639.0
24h_tve;1267694.0
ecosdelbalon;38742.0
NYT4thDownBot;25899.0
baseballpro;115196.0
FutbolAvanzado;24677.0
NBA;27433862.0
LaLiga;3528414.0
AnalyseSport;8564.0
Olympics;6177698.0
wizard_cfc;15674.0
ThatGuyTipsterr;8453.0
moneyballfutbol;2817.0
Multi_Apuesta;50220.0
AP_Sports;120232.0
sportbible;
SportsCenter;35585725.0
livefolk;203.0
travel;6384026.0
NatGeoTravel;6606806.0
TravelLeisure;4024342.0
Earth_Pics;
EarthPix;3048554.0
frugaltraveler;516965.0
nytimestravel;1143036.0
BBC_Travel;984341.0
TelegraphTravel;285426.0
TravelMagazine;2792073.0
CNTraveler;3227870.0
ThatsEarth;1462345.0
chicagoideas;39379.0
ViajaEnElMundo;131277.0
TheBlondeSalad;9939.0
kenzo;321789.0
voguemagazine;13677629.0
BritishVogue;3609693.0
ELLEmagazine;6867689.0
Cosmopolitan;1727156.0
Fashionista_com;2254235.0
WhoWhatWear;2329377.0
TheCut;1431011.0
TimesFashion;2506335.0
ELLEUK;1220825.0
LondonFashionWk;1269961.0
VictoriasSecret;11512167.0
styleinmadrid;28477.0
RevistaInStyle;31114.0
Sephora;2389400.0
CiudadanosCs;464247.0
Bcnisnotcat_;55220.0
AMI__cat;37650.0
TheDemocrats;1430939.0
epp;125101.0
ahorapodemos;1327275.0
CNNPolitics;2636852.0
bpolitics;236716.0
ABCPolitics;690599.0
MSNBC;2050354.0
latimes;3223133.0
thehill;3029066.0
vox_es;71301.0
cope_es;342316.0
OndaCero_es;496027.0
UberFacts;14518916.0
BuzzFeed;6490651.0
SavedYouAClick;259763.0
MoviePass;47321.0
kalesalad;164372.0
cuantocabron;209161.0
ladbible;2050869.0
mental_floss;650478.0
elmundotoday;1170670.0
Cabronazi;253929.0
lavecinarubia;395503.0
pourmecoffee;280793.0
NFL_Memes;442029.0
9GAG;14760967.0
funnyordie;14398472.0
netflix;4826091.0
hbo;1930071.0
FOXTV;1259492.0
SonyPicsTeens;2981591.0
Miramax;428144.0
NBC;1805481.0
La1_tve;535098.0
laSextaTV;898009.0
9gagtv;187139.0
PrimeVideo;373349.0
hulu;531976.0
CBS;978355.0
shows_tv;14341.0
MarvelStudios;794642.0
TwitterMovies;7195861.0
policia;3140914.0
CIA;2290083.0
WhiteHouse;16807853.0
casareal;838051.0
nswpolice;153647.0
guardiacivil;1210520.0
DGTes;202457.0
esa;830569.0
NASA;28886475.0
CERN;2580608.0
EU_Commission;918721.0
UN;10193223.0
EUCouncil;316985.0
ONU_es;957310.0
UNICEF;7175845.0
sockington;1419974.0
Fascinatingpics;6621472.0
shedancestibet;23971.0
A_single_bear;113096.0
BronxZoosCobra;158972.0
MoveTheWorld;118278.0
peta;1062293.0
dodo;781918.0
BuzzFeedAnimals;106368.0
NationalZoo;429785.0
fabulousanimals;
darth;120150.0
EmrgencyKittens;6705072.0
AnimalPlanet;1603092.0
natgeowild;925851.0
TEDTalks;11033170.0
materia_ciencia;721667.0
cienciaplus;398387.0
WIREDScience;2099100.0
ScienceMarchDC;356239.0
sciencemagazine;1126220.0
sciencemuseum;667043.0
aaas;88974.0
NSF;1090254.0
PopSci;1264192.0
scienceworldca;17526.0
rdfrs;80940.0
MarsCuriosity;3933187.0
cienciatmx;23.0
CdeCiencia;56398.0
StockTwits;600005.0
business;4663462.0
1Brokercom;4690.0
LSFinancial;15374.0
TV_TradingIdeas;13925.0
mytradingbuddy;84264.0
HarvardBiz;5368891.0
BabyPips;87432.0
FTTradingRoom;23669.0
TradingNation;17193.0
BigCheds;51783.0
DanielsTrading;6461.0
canuck2usa;43595.0
BourseetTrading;15365.0
mytradingbuddy;84264.0
tradingview;42277.0
LSFinancial;15374.0
TV_TradingIdeas;13925.0
