Account;2018-04-04
bonappetit;3244798.0
NatGeoFood;36069.0
TwitterFood;839122.0
Fooddotcom;30.0
newfoodeconomy;6424.0
bflay;2738216.0
RealCarrotFacts;220502.0
NYTFood;1421851.0
CivilEats;93051.0
Seriouseats;814048.0
RealCapnCrunch;41713.0
iowagirleats;15282.0
spoonuniversity;17290.0
foodandwine;6690743.0
epicurious;2808517.0
Newsweek;3428175.0
nytimes;41661714.0
NBCNews;5986055.0
CNN;39987724.0
washingtonpost;12372307.0
BBCWorld;23064215.0
WSJ;15703094.0
FoxNews;17584808.0
ABC;13827956.0
Reuters;19582785.0
el_pais;6611079.0
abc_es;1535931.0
antena3com;1361173.0
noticias_cuatro;806183.0
24h_tve;1270854.0
ecosdelbalon;38848.0
NYT4thDownBot;25825.0
baseballpro;115819.0
FutbolAvanzado;25396.0
NBA;27505053.0
LaLiga;3556718.0
AnalyseSport;8551.0
Olympics;6257549.0
wizard_cfc;16293.0
ThatGuyTipsterr;9288.0
moneyballfutbol;2836.0
Multi_Apuesta;50387.0
AP_Sports;120420.0
sportbible;1299684.0
SportsCenter;35652894.0
livefolk;205.0
travel;6569699.0
NatGeoTravel;6678235.0
TravelLeisure;4035044.0
Earth_Pics;
EarthPix;3115276.0
frugaltraveler;517115.0
nytimestravel;1144513.0
BBC_Travel;986790.0
TelegraphTravel;286933.0
TravelMagazine;2801976.0
CNTraveler;3267568.0
ThatsEarth;1461707.0
chicagoideas;39435.0
ViajaEnElMundo;132173.0
TheBlondeSalad;9983.0
kenzo;327763.0
voguemagazine;13708574.0
BritishVogue;3613759.0
ELLEmagazine;6878587.0
Cosmopolitan;1729223.0
Fashionista_com;2256817.0
WhoWhatWear;2328344.0
TheCut;1432140.0
TimesFashion;2507389.0
ELLEUK;1220814.0
LondonFashionWk;1272064.0
VictoriasSecret;11535586.0
styleinmadrid;28483.0
RevistaInStyle;31153.0
Sephora;2395666.0
CiudadanosCs;467025.0
Bcnisnotcat_;58091.0
AMI__cat;38659.0
TheDemocrats;1435368.0
epp;125355.0
ahorapodemos;1329822.0
CNNPolitics;2654787.0
bpolitics;238342.0
ABCPolitics;692934.0
MSNBC;2065001.0
latimes;3238585.0
thehill;3054596.0
vox_es;73681.0
cope_es;343251.0
OndaCero_es;497464.0
UberFacts;14519081.0
BuzzFeed;6517722.0
SavedYouAClick;260188.0
MoviePass;48611.0
kalesalad;168072.0
cuantocabron;208806.0
ladbible;2056364.0
mental_floss;654757.0
elmundotoday;1179313.0
Cabronazi;255489.0
lavecinarubia;405766.0
pourmecoffee;281347.0
NFL_Memes;441525.0
9GAG;14945346.0
funnyordie;14408099.0
netflix;4881654.0
hbo;1939285.0
FOXTV;1262940.0
SonyPicsTeens;2979798.0
Miramax;427450.0
NBC;1811627.0
La1_tve;536950.0
laSextaTV;900693.0
9gagtv;187012.0
PrimeVideo;375432.0
hulu;537035.0
CBS;981633.0
shows_tv;14351.0
MarvelStudios;861820.0
TwitterMovies;7199351.0
policia;3153484.0
CIA;2300014.0
WhiteHouse;16893578.0
casareal;846227.0
nswpolice;154455.0
guardiacivil;1221989.0
DGTes;204209.0
esa;838023.0
NASA;29136151.0
CERN;2605619.0
EU_Commission;926115.0
UN;10264631.0
EUCouncil;320986.0
ONU_es;967291.0
UNICEF;7214452.0
sockington;1421169.0
Fascinatingpics;6807637.0
shedancestibet;24057.0
A_single_bear;113885.0
BronxZoosCobra;158820.0
MoveTheWorld;118786.0
peta;1063522.0
dodo;811667.0
BuzzFeedAnimals;108271.0
NationalZoo;451707.0
fabulousanimals;
darth;121795.0
EmrgencyKittens;6925369.0
AnimalPlanet;1625660.0
natgeowild;928873.0
TEDTalks;11075345.0
materia_ciencia;733286.0
cienciaplus;401966.0
WIREDScience;2100214.0
ScienceMarchDC;355949.0
sciencemagazine;1134477.0
sciencemuseum;669297.0
aaas;90023.0
NSF;1092823.0
PopSci;1266194.0
scienceworldca;17636.0
rdfrs;81997.0
MarsCuriosity;3943881.0
cienciatmx;23.0
CdeCiencia;58438.0
StockTwits;601669.0
business;4697910.0
1Brokercom;4779.0
LSFinancial;15392.0
TV_TradingIdeas;13959.0
mytradingbuddy;84418.0
HarvardBiz;5392799.0
BabyPips;88116.0
FTTradingRoom;23781.0
TradingNation;17544.0
BigCheds;56114.0
DanielsTrading;6465.0
canuck2usa;44068.0
BourseetTrading;15885.0
tradingview;43199.0
