Account;2018-04-13
bonappetit;3258776.0
NatGeoFood;36141.0
TwitterFood;839383.0
Fooddotcom;30.0
newfoodeconomy;6486.0
bflay;2748158.0
RealCarrotFacts;220219.0
NYTFood;1422969.0
CivilEats;93214.0
Seriouseats;816426.0
RealCapnCrunch;41704.0
iowagirleats;15280.0
spoonuniversity;17297.0
foodandwine;6696129.0
epicurious;2811610.0
Newsweek;3430528.0
nytimes;41786683.0
NBCNews;6019149.0
CNN;40120629.0
washingtonpost;12436018.0
BBCWorld;23170929.0
WSJ;15739295.0
FoxNews;17677126.0
ABC;13900807.0
Reuters;19636984.0
el_pais;6623328.0
abc_es;1540599.0
antena3com;1362946.0
noticias_cuatro;807594.0
24h_tve;1272622.0
ecosdelbalon;38903.0
NYT4thDownBot;25805.0
baseballpro;116128.0
FutbolAvanzado;25808.0
NBA;27548462.0
LaLiga;3576448.0
AnalyseSport;8541.0
Olympics;6308155.0
wizard_cfc;16561.0
ThatGuyTipsterr;9487.0
moneyballfutbol;2845.0
Multi_Apuesta;50436.0
AP_Sports;120601.0
sportbible;1299360.0
SportsCenter;35700742.0
livefolk;205.0
travel;6661391.0
NatGeoTravel;6719585.0
TravelLeisure;4040466.0
Earth_Pics;
EarthPix;3145159.0
frugaltraveler;517211.0
nytimestravel;1145652.0
BBC_Travel;988338.0
TelegraphTravel;287859.0
TravelMagazine;2807857.0
CNTraveler;3290985.0
ThatsEarth;1464089.0
chicagoideas;39488.0
ViajaEnElMundo;132462.0
TheBlondeSalad;9982.0
kenzo;329858.0
voguemagazine;13726402.0
BritishVogue;3615661.0
ELLEmagazine;6885804.0
Cosmopolitan;1731225.0
Fashionista_com;2258445.0
WhoWhatWear;2328338.0
TheCut;1432909.0
TimesFashion;2508249.0
ELLEUK;1220946.0
LondonFashionWk;1273453.0
VictoriasSecret;11547559.0
styleinmadrid;28476.0
RevistaInStyle;31169.0
Sephora;2399173.0
CiudadanosCs;468704.0
Bcnisnotcat_;58696.0
AMI__cat;39011.0
TheDemocrats;1437495.0
epp;125586.0
ahorapodemos;1331473.0
CNNPolitics;2662227.0
bpolitics;238960.0
ABCPolitics;695077.0
MSNBC;2086140.0
latimes;3247576.0
thehill;3068232.0
vox_es;75068.0
cope_es;343887.0
OndaCero_es;498359.0
UberFacts;14519552.0
BuzzFeed;6532735.0
SavedYouAClick;260192.0
MoviePass;49393.0
kalesalad;170673.0
cuantocabron;208642.0
ladbible;2059550.0
mental_floss;657117.0
elmundotoday;1184391.0
Cabronazi;256400.0
lavecinarubia;412874.0
pourmecoffee;281702.0
NFL_Memes;441211.0
9GAG;15054959.0
funnyordie;14413268.0
netflix;4924554.0
hbo;1944179.0
FOXTV;1264527.0
SonyPicsTeens;2978102.0
Miramax;427094.0
NBC;1816218.0
La1_tve;538238.0
laSextaTV;902341.0
9gagtv;186912.0
PrimeVideo;376107.0
hulu;538184.0
CBS;983836.0
shows_tv;14389.0
MarvelStudios;902649.0
TwitterMovies;7200509.0
policia;3159904.0
CIA;2306677.0
WhiteHouse;16962743.0
casareal;850588.0
nswpolice;154719.0
guardiacivil;1230125.0
DGTes;204724.0
esa;841318.0
NASA;29282369.0
CERN;2619452.0
EU_Commission;931411.0
UN;10312212.0
EUCouncil;323149.0
ONU_es;973059.0
UNICEF;7234718.0
sockington;1423124.0
Fascinatingpics;6906989.0
shedancestibet;24095.0
A_single_bear;114443.0
BronxZoosCobra;158786.0
MoveTheWorld;119092.0
peta;1066685.0
dodo;831227.0
BuzzFeedAnimals;108525.0
NationalZoo;457594.0
fabulousanimals;
darth;123315.0
EmrgencyKittens;7043457.0
AnimalPlanet;1638466.0
natgeowild;931075.0
TEDTalks;11107869.0
materia_ciencia;738165.0
cienciaplus;403052.0
WIREDScience;2101158.0
ScienceMarchDC;356206.0
sciencemagazine;1139663.0
sciencemuseum;671005.0
aaas;90727.0
NSF;1095278.0
PopSci;1267833.0
scienceworldca;17700.0
rdfrs;82585.0
MarsCuriosity;3949944.0
cienciatmx;25.0
CdeCiencia;59151.0
StockTwits;602429.0
business;4715577.0
1Brokercom;4811.0
LSFinancial;15406.0
TV_TradingIdeas;14024.0
mytradingbuddy;84429.0
HarvardBiz;5411530.0
BabyPips;88502.0
FTTradingRoom;23839.0
TradingNation;17779.0
BigCheds;57167.0
DanielsTrading;6461.0
canuck2usa;44341.0
BourseetTrading;16047.0
tradingview;43709.0
