Account;2018-03-27
bonappetit;3233439.0
NatGeoFood;35981.0
TwitterFood;838877.0
Fooddotcom;29.0
newfoodeconomy;6338.0
bflay;2728640.0
RealCarrotFacts;220852.0
NYTFood;1421082.0
CivilEats;92867.0
Seriouseats;810182.0
RealCapnCrunch;41702.0
iowagirleats;15282.0
spoonuniversity;17286.0
foodandwine;6686228.0
epicurious;2805310.0
Newsweek;3427134.0
nytimes;41570437.0
NBCNews;5966282.0
CNN;39892774.0
washingtonpost;12327255.0
BBCWorld;22991785.0
WSJ;15673614.0
FoxNews;17517603.0
ABC;13780489.0
Reuters;19543932.0
el_pais;6603218.0
abc_es;1532626.0
antena3com;1360137.0
noticias_cuatro;805175.0
24h_tve;1269585.0
ecosdelbalon;38779.0
NYT4thDownBot;25857.0
baseballpro;115441.0
FutbolAvanzado;25044.0
NBA;27472777.0
LaLiga;3543157.0
AnalyseSport;8562.0
Olympics;6213644.0
wizard_cfc;16076.0
ThatGuyTipsterr;8996.0
moneyballfutbol;2820.0
Multi_Apuesta;50354.0
AP_Sports;120346.0
sportbible;1299833.0
SportsCenter;35622592.0
livefolk;204.0
travel;6487362.0
NatGeoTravel;6645798.0
TravelLeisure;4030363.0
Earth_Pics;
EarthPix;3087802.0
frugaltraveler;516973.0
nytimestravel;1143821.0
BBC_Travel;985750.0
TelegraphTravel;286247.0
TravelMagazine;2797410.0
CNTraveler;3247988.0
ThatsEarth;1461708.0
chicagoideas;39406.0
ViajaEnElMundo;131757.0
TheBlondeSalad;9981.0
kenzo;325640.0
voguemagazine;13694690.0
BritishVogue;3611882.0
ELLEmagazine;6873453.0
Cosmopolitan;1728152.0
Fashionista_com;2255570.0
WhoWhatWear;2328821.0
TheCut;1431634.0
TimesFashion;2506920.0
ELLEUK;1220876.0
LondonFashionWk;1271337.0
VictoriasSecret;11525333.0
styleinmadrid;28488.0
RevistaInStyle;31141.0
Sephora;2391713.0
CiudadanosCs;466107.0
Bcnisnotcat_;57083.0
AMI__cat;38321.0
TheDemocrats;1433936.0
epp;125282.0
ahorapodemos;1329003.0
CNNPolitics;2647940.0
bpolitics;237955.0
ABCPolitics;692518.0
MSNBC;2059290.0
latimes;3231607.0
thehill;3044490.0
vox_es;73003.0
cope_es;342892.0
OndaCero_es;496855.0
UberFacts;14518970.0
BuzzFeed;6505423.0
SavedYouAClick;260037.0
MoviePass;48112.0
kalesalad;166186.0
cuantocabron;208968.0
ladbible;2054002.0
mental_floss;652874.0
elmundotoday;1175601.0
Cabronazi;254715.0
lavecinarubia;400762.0
pourmecoffee;281128.0
NFL_Memes;441813.0
9GAG;14865482.0
funnyordie;14403432.0
netflix;4851416.0
hbo;1933778.0
FOXTV;1261569.0
SonyPicsTeens;2980947.0
Miramax;427760.0
NBC;1808401.0
La1_tve;536186.0
laSextaTV;899642.0
9gagtv;187060.0
PrimeVideo;374470.0
hulu;532755.0
CBS;980231.0
shows_tv;14335.0
MarvelStudios;829484.0
TwitterMovies;7198261.0
policia;3147920.0
CIA;2295194.0
WhiteHouse;16859406.0
casareal;842333.0
nswpolice;153936.0
guardiacivil;1217209.0
DGTes;203288.0
esa;833498.0
NASA;29020541.0
CERN;2593861.0
EU_Commission;923311.0
UN;10230460.0
EUCouncil;319609.0
ONU_es;963304.0
UNICEF;7199160.0
sockington;1419927.0
Fascinatingpics;6717895.0
shedancestibet;24023.0
A_single_bear;113387.0
BronxZoosCobra;158891.0
MoveTheWorld;118529.0
peta;1062668.0
dodo;795171.0
BuzzFeedAnimals;107043.0
NationalZoo;443785.0
fabulousanimals;
darth;121031.0
EmrgencyKittens;6823294.0
AnimalPlanet;1614513.0
natgeowild;927590.0
TEDTalks;11055516.0
materia_ciencia;728183.0
cienciaplus;400438.0
WIREDScience;2099583.0
ScienceMarchDC;356121.0
sciencemagazine;1130567.0
sciencemuseum;668105.0
aaas;89562.0
NSF;1091387.0
PopSci;1265264.0
scienceworldca;17599.0
rdfrs;81614.0
MarsCuriosity;3938089.0
cienciatmx;23.0
CdeCiencia;57360.0
StockTwits;600836.0
business;4682606.0
1Brokercom;4751.0
LSFinancial;15388.0
TV_TradingIdeas;13873.0
mytradingbuddy;84404.0
HarvardBiz;5381656.0
BabyPips;87814.0
FTTradingRoom;23722.0
TradingNation;17389.0
BigCheds;54594.0
DanielsTrading;6471.0
canuck2usa;43857.0
BourseetTrading;15646.0
mytradingbuddy;84404.0
tradingview;42689.0
LSFinancial;15388.0
TV_TradingIdeas;13873.0
