Account;2018-03-31
bonappetit;3238506.0
NatGeoFood;36019.0
TwitterFood;838960.0
Fooddotcom;29.0
newfoodeconomy;6393.0
bflay;2733596.0
RealCarrotFacts;220699.0
NYTFood;1421431.0
CivilEats;92949.0
Seriouseats;811828.0
RealCapnCrunch;41706.0
iowagirleats;15283.0
spoonuniversity;17297.0
foodandwine;6688594.0
epicurious;2807220.0
Newsweek;3427646.0
nytimes;41613878.0
NBCNews;5975464.0
CNN;39938031.0
washingtonpost;12348536.0
BBCWorld;23025925.0
WSJ;15687955.0
FoxNews;17550500.0
ABC;13804092.0
Reuters;19562763.0
el_pais;6606473.0
abc_es;1534089.0
antena3com;1360553.0
noticias_cuatro;805653.0
24h_tve;1270179.0
ecosdelbalon;38818.0
NYT4thDownBot;25850.0
baseballpro;115657.0
FutbolAvanzado;25194.0
NBA;27487368.0
LaLiga;3549274.0
AnalyseSport;8554.0
Olympics;6234678.0
wizard_cfc;16209.0
ThatGuyTipsterr;9144.0
moneyballfutbol;2825.0
Multi_Apuesta;50364.0
AP_Sports;120409.0
sportbible;1299765.0
SportsCenter;35635944.0
livefolk;204.0
travel;6535796.0
NatGeoTravel;6661799.0
TravelLeisure;4032874.0
Earth_Pics;
EarthPix;3099681.0
frugaltraveler;517054.0
nytimestravel;1144028.0
BBC_Travel;986212.0
TelegraphTravel;286572.0
TravelMagazine;2799406.0
CNTraveler;3256530.0
ThatsEarth;1461493.0
chicagoideas;39419.0
ViajaEnElMundo;132082.0
TheBlondeSalad;9978.0
kenzo;326662.0
voguemagazine;13701659.0
BritishVogue;3612567.0
ELLEmagazine;6875565.0
Cosmopolitan;1728619.0
Fashionista_com;2255948.0
WhoWhatWear;2328517.0
TheCut;1431732.0
TimesFashion;2507059.0
ELLEUK;1220771.0
LondonFashionWk;1271675.0
VictoriasSecret;11530953.0
styleinmadrid;28480.0
RevistaInStyle;31154.0
Sephora;2392977.0
CiudadanosCs;466538.0
Bcnisnotcat_;57794.0
AMI__cat;38510.0
TheDemocrats;1434516.0
epp;125320.0
ahorapodemos;1329411.0
CNNPolitics;2651456.0
bpolitics;238144.0
ABCPolitics;692809.0
MSNBC;2061415.0
latimes;3234974.0
thehill;3050088.0
vox_es;73368.0
cope_es;343023.0
OndaCero_es;497156.0
UberFacts;14517960.0
BuzzFeed;6511618.0
SavedYouAClick;260143.0
MoviePass;48360.0
kalesalad;167097.0
cuantocabron;208893.0
ladbible;2055207.0
mental_floss;653840.0
elmundotoday;1177398.0
Cabronazi;255149.0
lavecinarubia;403100.0
pourmecoffee;281276.0
NFL_Memes;441678.0
9GAG;14912963.0
funnyordie;14405247.0
netflix;4866609.0
hbo;1936020.0
FOXTV;1262170.0
SonyPicsTeens;2980280.0
Miramax;427607.0
NBC;1809367.0
La1_tve;536525.0
laSextaTV;900068.0
9gagtv;187040.0
PrimeVideo;375053.0
hulu;536313.0
CBS;980867.0
shows_tv;14350.0
MarvelStudios;842376.0
TwitterMovies;7198691.0
policia;3150766.0
CIA;2297764.0
WhiteHouse;16874168.0
casareal;844090.0
nswpolice;154075.0
guardiacivil;1219405.0
DGTes;203728.0
esa;835448.0
NASA;29077049.0
CERN;2600025.0
EU_Commission;924671.0
UN;10245836.0
EUCouncil;320372.0
ONU_es;965197.0
UNICEF;7206164.0
sockington;1420478.0
Fascinatingpics;6766585.0
shedancestibet;24037.0
A_single_bear;113602.0
BronxZoosCobra;158829.0
MoveTheWorld;118662.0
peta;1063128.0
dodo;803793.0
BuzzFeedAnimals;107751.0
NationalZoo;449996.0
fabulousanimals;
darth;121550.0
EmrgencyKittens;6877400.0
AnimalPlanet;1619793.0
natgeowild;928191.0
TEDTalks;11065274.0
materia_ciencia;730521.0
cienciaplus;401092.0
WIREDScience;2099707.0
ScienceMarchDC;356007.0
sciencemagazine;1132369.0
sciencemuseum;668588.0
aaas;89753.0
NSF;1091941.0
PopSci;1265500.0
scienceworldca;17617.0
rdfrs;81818.0
MarsCuriosity;3940899.0
cienciatmx;23.0
CdeCiencia;57859.0
StockTwits;601205.0
business;4690183.0
1Brokercom;4765.0
LSFinancial;15391.0
TV_TradingIdeas;13919.0
mytradingbuddy;84392.0
HarvardBiz;5387308.0
BabyPips;87964.0
FTTradingRoom;23756.0
TradingNation;17460.0
BigCheds;55379.0
DanielsTrading;6465.0
canuck2usa;43956.0
BourseetTrading;15765.0
mytradingbuddy;84392.0
tradingview;42939.0
LSFinancial;15391.0
TV_TradingIdeas;13919.0
