Account;2018-03-20
bonappetit;3223060.0
NatGeoFood;35896.0
TwitterFood;838658.0
Fooddotcom;30.0
newfoodeconomy;6211.0
bflay;2716700.0
RealCarrotFacts;221103.0
NYTFood;1420407.0
CivilEats;92673.0
Seriouseats;806733.0
RealCapnCrunch;41684.0
iowagirleats;15294.0
spoonuniversity;17271.0
foodandwine;6681173.0
epicurious;2802236.0
Newsweek;3425282.0
nytimes;41482899.0
NBCNews;5944100.0
CNN;39802152.0
washingtonpost;12282861.0
BBCWorld;22923688.0
WSJ;15645270.0
FoxNews;17456233.0
ABC;13723661.0
Reuters;19512817.0
el_pais;6595356.0
abc_es;1529356.0
antena3com;1359017.0
noticias_cuatro;803927.0
24h_tve;1268097.0
ecosdelbalon;38754.0
NYT4thDownBot;25898.0
baseballpro;115250.0
FutbolAvanzado;24786.0
NBA;27442916.0
LaLiga;3532445.0
AnalyseSport;8559.0
Olympics;6185578.0
wizard_cfc;15754.0
ThatGuyTipsterr;8653.0
moneyballfutbol;2809.0
Multi_Apuesta;50251.0
AP_Sports;120276.0
sportbible;
SportsCenter;35594156.0
livefolk;204.0
travel;6404465.0
NatGeoTravel;6615964.0
TravelLeisure;4025507.0
Earth_Pics;
EarthPix;3055786.0
frugaltraveler;516969.0
nytimestravel;1143291.0
BBC_Travel;984716.0
TelegraphTravel;285569.0
TravelMagazine;2793224.0
CNTraveler;3232358.0
ThatsEarth;1462205.0
chicagoideas;39381.0
ViajaEnElMundo;131376.0
TheBlondeSalad;9947.0
kenzo;323569.0
voguemagazine;13681000.0
BritishVogue;3610145.0
ELLEmagazine;6868972.0
Cosmopolitan;1727417.0
Fashionista_com;2254542.0
WhoWhatWear;2329273.0
TheCut;1431206.0
TimesFashion;2506371.0
ELLEUK;1220805.0
LondonFashionWk;1270150.0
VictoriasSecret;11514161.0
styleinmadrid;28479.0
RevistaInStyle;31127.0
Sephora;2389840.0
CiudadanosCs;464546.0
Bcnisnotcat_;55341.0
AMI__cat;37698.0
TheDemocrats;1431507.0
epp;125139.0
ahorapodemos;1327617.0
CNNPolitics;2639595.0
bpolitics;237192.0
ABCPolitics;691277.0
MSNBC;2052653.0
latimes;3225078.0
thehill;3032749.0
vox_es;71450.0
cope_es;342426.0
OndaCero_es;496172.0
UberFacts;14519350.0
BuzzFeed;6494354.0
SavedYouAClick;259872.0
MoviePass;47463.0
kalesalad;164670.0
cuantocabron;209118.0
ladbible;2051877.0
mental_floss;650852.0
elmundotoday;1171718.0
Cabronazi;254099.0
lavecinarubia;396750.0
pourmecoffee;280873.0
NFL_Memes;441989.0
9GAG;14780167.0
funnyordie;14399519.0
netflix;4830993.0
hbo;1930893.0
FOXTV;1260188.0
SonyPicsTeens;2981416.0
Miramax;428047.0
NBC;1806169.0
La1_tve;535330.0
laSextaTV;898265.0
9gagtv;187102.0
PrimeVideo;373753.0
hulu;532163.0
CBS;978772.0
shows_tv;14343.0
MarvelStudios;803239.0
TwitterMovies;7196504.0
policia;3142257.0
CIA;2291345.0
WhiteHouse;16819705.0
casareal;838933.0
nswpolice;153696.0
guardiacivil;1212158.0
DGTes;202725.0
esa;831148.0
NASA;28913941.0
CERN;2583178.0
EU_Commission;919742.0
UN;10201103.0
EUCouncil;317473.0
ONU_es;958862.0
UNICEF;7180783.0
sockington;1419854.0
Fascinatingpics;6640843.0
shedancestibet;23983.0
A_single_bear;113192.0
BronxZoosCobra;158951.0
MoveTheWorld;118338.0
peta;1062441.0
dodo;784321.0
BuzzFeedAnimals;106450.0
NationalZoo;431445.0
fabulousanimals;
darth;120278.0
EmrgencyKittens;6732719.0
AnimalPlanet;1605519.0
natgeowild;926262.0
TEDTalks;11037233.0
materia_ciencia;723022.0
cienciaplus;398881.0
WIREDScience;2099176.0
ScienceMarchDC;356218.0
sciencemagazine;1127152.0
sciencemuseum;667236.0
aaas;89128.0
NSF;1090540.0
PopSci;1264479.0
scienceworldca;17542.0
rdfrs;81106.0
MarsCuriosity;3933406.0
cienciatmx;23.0
CdeCiencia;56573.0
StockTwits;600203.0
business;4667950.0
1Brokercom;4719.0
LSFinancial;15375.0
TV_TradingIdeas;13905.0
mytradingbuddy;84285.0
HarvardBiz;5370776.0
BabyPips;87497.0
FTTradingRoom;23675.0
TradingNation;17239.0
BigCheds;52598.0
DanielsTrading;6462.0
canuck2usa;43627.0
BourseetTrading;15455.0
mytradingbuddy;84285.0
tradingview;42342.0
LSFinancial;15375.0
TV_TradingIdeas;13905.0
