Account;2018-04-18
bonappetit;3268610.0
NatGeoFood;36176.0
TwitterFood;839527.0
Fooddotcom;31.0
newfoodeconomy;6646.0
bflay;2753279.0
RealCarrotFacts;220057.0
NYTFood;1423615.0
CivilEats;93308.0
Seriouseats;818411.0
RealCapnCrunch;41705.0
iowagirleats;15287.0
spoonuniversity;17302.0
foodandwine;6697911.0
epicurious;2812624.0
Newsweek;3431646.0
nytimes;41854980.0
NBCNews;6035415.0
CNN;40189993.0
washingtonpost;12471460.0
BBCWorld;23231410.0
WSJ;15759386.0
FoxNews;17728658.0
ABC;13934207.0
Reuters;19665026.0
el_pais;6634782.0
abc_es;1543606.0
antena3com;1363811.0
noticias_cuatro;808460.0
24h_tve;1273696.0
ecosdelbalon;38917.0
NYT4thDownBot;25792.0
baseballpro;116272.0
FutbolAvanzado;26015.0
NBA;27575126.0
LaLiga;3586151.0
AnalyseSport;8543.0
Olympics;6335922.0
wizard_cfc;16620.0
ThatGuyTipsterr;9543.0
moneyballfutbol;2843.0
Multi_Apuesta;50468.0
AP_Sports;120662.0
sportbible;1299322.0
SportsCenter;35725566.0
livefolk;204.0
travel;6716603.0
NatGeoTravel;6741975.0
TravelLeisure;4042627.0
Earth_Pics;
EarthPix;3152792.0
frugaltraveler;517294.0
nytimestravel;1146180.0
BBC_Travel;989244.0
TelegraphTravel;288334.0
TravelMagazine;2811149.0
CNTraveler;3304025.0
ThatsEarth;1466236.0
chicagoideas;39521.0
ViajaEnElMundo;132956.0
TheBlondeSalad;9981.0
kenzo;331382.0
voguemagazine;13733339.0
BritishVogue;3616802.0
ELLEmagazine;6889363.0
Cosmopolitan;1732539.0
Fashionista_com;2259404.0
WhoWhatWear;2328280.0
TheCut;1433359.0
TimesFashion;2508796.0
ELLEUK;1221019.0
LondonFashionWk;1274181.0
VictoriasSecret;11554725.0
styleinmadrid;28475.0
RevistaInStyle;31195.0
Sephora;2400881.0
CiudadanosCs;469437.0
Bcnisnotcat_;58970.0
AMI__cat;39213.0
TheDemocrats;1438687.0
epp;125658.0
ahorapodemos;1332165.0
CNNPolitics;2665602.0
bpolitics;239342.0
ABCPolitics;696293.0
MSNBC;2094954.0
latimes;3252204.0
thehill;3075258.0
vox_es;75658.0
cope_es;344128.0
OndaCero_es;498755.0
UberFacts;14520028.0
BuzzFeed;6541301.0
SavedYouAClick;260306.0
MoviePass;50040.0
kalesalad;171548.0
cuantocabron;208570.0
ladbible;2062150.0
mental_floss;658400.0
elmundotoday;1187053.0
Cabronazi;256744.0
lavecinarubia;416690.0
pourmecoffee;281825.0
NFL_Memes;441096.0
9GAG;15109606.0
funnyordie;14416370.0
netflix;4957172.0
hbo;1947124.0
FOXTV;1265561.0
SonyPicsTeens;2976950.0
Miramax;426943.0
NBC;1821324.0
La1_tve;538859.0
laSextaTV;903098.0
9gagtv;186879.0
PrimeVideo;376436.0
hulu;538768.0
CBS;985185.0
shows_tv;14411.0
MarvelStudios;920328.0
TwitterMovies;7201294.0
policia;3161788.0
CIA;2311783.0
WhiteHouse;17005236.0
casareal;852765.0
nswpolice;155322.0
guardiacivil;1235150.0
DGTes;204990.0
esa;843263.0
NASA;29359281.0
CERN;2627948.0
EU_Commission;934110.0
UN;10340235.0
EUCouncil;324513.0
ONU_es;978829.0
UNICEF;7246843.0
sockington;1423385.0
Fascinatingpics;6968500.0
shedancestibet;24121.0
A_single_bear;114630.0
BronxZoosCobra;158760.0
MoveTheWorld;119284.0
peta;1067513.0
dodo;842696.0
BuzzFeedAnimals;108666.0
NationalZoo;464376.0
fabulousanimals;
darth;124079.0
EmrgencyKittens;7110944.0
AnimalPlanet;1645295.0
natgeowild;932070.0
TEDTalks;11124166.0
materia_ciencia;741034.0
cienciaplus;404069.0
WIREDScience;2101664.0
ScienceMarchDC;357227.0
sciencemagazine;1142620.0
sciencemuseum;671945.0
aaas;91250.0
NSF;1096659.0
PopSci;1268681.0
scienceworldca;17740.0
rdfrs;82822.0
MarsCuriosity;3952634.0
cienciatmx;24.0
CdeCiencia;59571.0
StockTwits;602985.0
business;4725390.0
1Brokercom;4850.0
LSFinancial;15414.0
TV_TradingIdeas;14064.0
mytradingbuddy;84398.0
HarvardBiz;5422383.0
BabyPips;88644.0
FTTradingRoom;23900.0
TradingNation;17906.0
BigCheds;57900.0
DanielsTrading;6457.0
canuck2usa;44440.0
BourseetTrading;16099.0
tradingview;43926.0
