Account;2018-04-07
bonappetit;3249182.0
NatGeoFood;36098.0
TwitterFood;839260.0
Fooddotcom;30.0
newfoodeconomy;6442.0
bflay;2741390.0
RealCarrotFacts;220416.0
NYTFood;1422186.0
CivilEats;93112.0
Seriouseats;814894.0
RealCapnCrunch;41704.0
iowagirleats;15282.0
spoonuniversity;17288.0
foodandwine;6692467.0
epicurious;2809610.0
Newsweek;3428908.0
nytimes;41696196.0
NBCNews;5994786.0
CNN;40024277.0
washingtonpost;12390592.0
BBCWorld;23093188.0
WSJ;15713538.0
FoxNews;17609671.0
ABC;13847160.0
Reuters;19596802.0
el_pais;6614559.0
abc_es;1537427.0
antena3com;1361788.0
noticias_cuatro;806674.0
24h_tve;1271379.0
ecosdelbalon;38877.0
NYT4thDownBot;25819.0
baseballpro;115912.0
FutbolAvanzado;25567.0
NBA;27516578.0
LaLiga;3562291.0
AnalyseSport;8544.0
Olympics;6274333.0
wizard_cfc;16415.0
ThatGuyTipsterr;9366.0
moneyballfutbol;2832.0
Multi_Apuesta;50400.0
AP_Sports;120479.0
sportbible;1299565.0
SportsCenter;35666128.0
livefolk;205.0
travel;6599145.0
NatGeoTravel;6690355.0
TravelLeisure;4036667.0
Earth_Pics;
EarthPix;3125555.0
frugaltraveler;517137.0
nytimestravel;1144842.0
BBC_Travel;987228.0
TelegraphTravel;287240.0
TravelMagazine;2803873.0
CNTraveler;3274819.0
ThatsEarth;1462002.0
chicagoideas;39448.0
ViajaEnElMundo;132248.0
TheBlondeSalad;9985.0
kenzo;328449.0
voguemagazine;13713860.0
BritishVogue;3614446.0
ELLEmagazine;6880704.0
Cosmopolitan;1729734.0
Fashionista_com;2257362.0
WhoWhatWear;2328256.0
TheCut;1432432.0
TimesFashion;2507688.0
ELLEUK;1220862.0
LondonFashionWk;1272521.0
VictoriasSecret;11539045.0
styleinmadrid;28480.0
RevistaInStyle;31152.0
Sephora;2396758.0
CiudadanosCs;467612.0
Bcnisnotcat_;58269.0
AMI__cat;38815.0
TheDemocrats;1435935.0
epp;125374.0
ahorapodemos;1330311.0
CNNPolitics;2656630.0
bpolitics;238494.0
ABCPolitics;693345.0
MSNBC;2068628.0
latimes;3241273.0
thehill;3058217.0
vox_es;74403.0
cope_es;343480.0
OndaCero_es;497805.0
UberFacts;14518975.0
BuzzFeed;6522022.0
SavedYouAClick;260198.0
MoviePass;48903.0
kalesalad;168776.0
cuantocabron;208745.0
ladbible;2057029.0
mental_floss;655505.0
elmundotoday;1180883.0
Cabronazi;255795.0
lavecinarubia;407821.0
pourmecoffee;281405.0
NFL_Memes;441414.0
9GAG;14977627.0
funnyordie;14409828.0
netflix;4892495.0
hbo;1940962.0
FOXTV;1263352.0
SonyPicsTeens;2979306.0
Miramax;427302.0
NBC;1812710.0
La1_tve;537341.0
laSextaTV;901246.0
9gagtv;186974.0
PrimeVideo;375649.0
hulu;537404.0
CBS;982185.0
shows_tv;14360.0
MarvelStudios;875829.0
TwitterMovies;7199743.0
policia;3155547.0
CIA;2301744.0
WhiteHouse;16908709.0
casareal;848046.0
nswpolice;154532.0
guardiacivil;1224360.0
DGTes;204392.0
esa;839006.0
NASA;29181229.0
CERN;2609572.0
EU_Commission;927345.0
UN;10278841.0
EUCouncil;321440.0
ONU_es;968862.0
UNICEF;7220264.0
sockington;1421806.0
Fascinatingpics;6839799.0
shedancestibet;24070.0
A_single_bear;114025.0
BronxZoosCobra;158814.0
MoveTheWorld;118866.0
peta;1063818.0
dodo;819388.0
BuzzFeedAnimals;108392.0
NationalZoo;454216.0
fabulousanimals;
darth;122082.0
EmrgencyKittens;6962854.0
AnimalPlanet;1629942.0
natgeowild;929448.0
TEDTalks;11084225.0
materia_ciencia;734992.0
cienciaplus;402338.0
WIREDScience;2100441.0
ScienceMarchDC;355996.0
sciencemagazine;1136220.0
sciencemuseum;669751.0
aaas;90251.0
NSF;1093575.0
PopSci;1266693.0
scienceworldca;17647.0
rdfrs;82322.0
MarsCuriosity;3945940.0
cienciatmx;24.0
CdeCiencia;58655.0
StockTwits;601808.0
business;4703106.0
1Brokercom;4797.0
LSFinancial;15399.0
TV_TradingIdeas;13976.0
mytradingbuddy;84429.0
HarvardBiz;5398063.0
BabyPips;88229.0
FTTradingRoom;23809.0
TradingNation;17605.0
BigCheds;56399.0
DanielsTrading;6467.0
canuck2usa;44184.0
BourseetTrading;15962.0
tradingview;43429.0
