Account;2018-04-11
bonappetit;3255242.0
NatGeoFood;36128.0
TwitterFood;839377.0
Fooddotcom;30.0
newfoodeconomy;6463.0
bflay;2746093.0
RealCarrotFacts;220281.0
NYTFood;1422759.0
CivilEats;93188.0
Seriouseats;815911.0
RealCapnCrunch;41699.0
iowagirleats;15281.0
spoonuniversity;17290.0
foodandwine;6694824.0
epicurious;2811129.0
Newsweek;3430014.0
nytimes;41752471.0
NBCNews;6009702.0
CNN;40084010.0
washingtonpost;12419032.0
BBCWorld;23141580.0
WSJ;15730156.0
FoxNews;17650107.0
ABC;13877036.0
Reuters;19619181.0
el_pais;6619467.0
abc_es;1539440.0
antena3com;1362551.0
noticias_cuatro;807282.0
24h_tve;1272170.0
ecosdelbalon;38890.0
NYT4thDownBot;25813.0
baseballpro;116076.0
FutbolAvanzado;25693.0
NBA;27535717.0
LaLiga;3571586.0
AnalyseSport;8544.0
Olympics;6296190.0
wizard_cfc;16528.0
ThatGuyTipsterr;9453.0
moneyballfutbol;2844.0
Multi_Apuesta;50436.0
AP_Sports;120562.0
sportbible;1299333.0
SportsCenter;35688981.0
livefolk;204.0
travel;6641914.0
NatGeoTravel;6709463.0
TravelLeisure;4039224.0
Earth_Pics;
EarthPix;3142404.0
frugaltraveler;517193.0
nytimestravel;1145401.0
BBC_Travel;988034.0
TelegraphTravel;287677.0
TravelMagazine;2806611.0
CNTraveler;3285436.0
ThatsEarth;1462439.0
chicagoideas;39471.0
ViajaEnElMundo;132370.0
TheBlondeSalad;9987.0
kenzo;329448.0
voguemagazine;13722078.0
BritishVogue;3615293.0
ELLEmagazine;6884053.0
Cosmopolitan;1730634.0
Fashionista_com;2258112.0
WhoWhatWear;2328329.0
TheCut;1432761.0
TimesFashion;2508104.0
ELLEUK;1220945.0
LondonFashionWk;1273326.0
VictoriasSecret;11544771.0
styleinmadrid;28477.0
RevistaInStyle;31162.0
Sephora;2398480.0
CiudadanosCs;468375.0
Bcnisnotcat_;58529.0
AMI__cat;38950.0
TheDemocrats;1436896.0
epp;125512.0
ahorapodemos;1331049.0
CNNPolitics;2659834.0
bpolitics;238849.0
ABCPolitics;694164.0
MSNBC;2076425.0
latimes;3245376.0
thehill;3064457.0
vox_es;74893.0
cope_es;343760.0
OndaCero_es;498170.0
UberFacts;14518209.0
BuzzFeed;6528808.0
SavedYouAClick;260182.0
MoviePass;49221.0
kalesalad;170238.0
cuantocabron;208694.0
ladbible;2058231.0
mental_floss;656553.0
elmundotoday;1182841.0
Cabronazi;256223.0
lavecinarubia;411117.0
pourmecoffee;281610.0
NFL_Memes;441240.0
9GAG;15028655.0
funnyordie;14412071.0
netflix;4909192.0
hbo;1943006.0
FOXTV;1264159.0
SonyPicsTeens;2978559.0
Miramax;427151.0
NBC;1814797.0
La1_tve;537957.0
laSextaTV;901983.0
9gagtv;186919.0
PrimeVideo;375903.0
hulu;537858.0
CBS;983331.0
shows_tv;14376.0
MarvelStudios;895088.0
TwitterMovies;7200326.0
policia;3158728.0
CIA;2304753.0
WhiteHouse;16943170.0
casareal;850049.0
nswpolice;154669.0
guardiacivil;1228149.0
DGTes;204605.0
esa;840409.0
NASA;29246590.0
CERN;2616170.0
EU_Commission;929938.0
UN;10300361.0
EUCouncil;322548.0
ONU_es;971346.0
UNICEF;7230492.0
sockington;1422843.0
Fascinatingpics;6885922.0
shedancestibet;24095.0
A_single_bear;114369.0
BronxZoosCobra;158785.0
MoveTheWorld;119024.0
peta;1066297.0
dodo;827894.0
BuzzFeedAnimals;108491.0
NationalZoo;458000.0
fabulousanimals;
darth;122906.0
EmrgencyKittens;7016421.0
AnimalPlanet;1635550.0
natgeowild;930529.0
TEDTalks;11098104.0
materia_ciencia;737093.0
cienciaplus;402770.0
WIREDScience;2100906.0
ScienceMarchDC;356103.0
sciencemagazine;1138470.0
sciencemuseum;670594.0
aaas;90539.0
NSF;1094689.0
PopSci;1267439.0
scienceworldca;17677.0
rdfrs;82539.0
MarsCuriosity;3949061.0
cienciatmx;25.0
CdeCiencia;58997.0
StockTwits;602172.0
business;4711419.0
1Brokercom;4812.0
LSFinancial;15411.0
TV_TradingIdeas;14022.0
mytradingbuddy;84451.0
HarvardBiz;5407149.0
BabyPips;88429.0
FTTradingRoom;23825.0
TradingNation;17707.0
BigCheds;56942.0
DanielsTrading;6467.0
canuck2usa;44272.0
BourseetTrading;16023.0
tradingview;43608.0
