Account;2018-04-17
bonappetit;3267315.0
NatGeoFood;36172.0
TwitterFood;839515.0
Fooddotcom;31.0
newfoodeconomy;6509.0
bflay;2752366.0
RealCarrotFacts;220093.0
NYTFood;1423523.0
CivilEats;93284.0
Seriouseats;817989.0
RealCapnCrunch;41706.0
iowagirleats;15289.0
spoonuniversity;17301.0
foodandwine;6698503.0
epicurious;2812586.0
Newsweek;3431477.0
nytimes;41844474.0
NBCNews;6033502.0
CNN;40180856.0
washingtonpost;12465616.0
BBCWorld;23222226.0
WSJ;15756224.0
FoxNews;17719445.0
ABC;13930914.0
Reuters;19661425.0
el_pais;6633600.0
abc_es;1543196.0
antena3com;1363613.0
noticias_cuatro;808307.0
24h_tve;1273488.0
ecosdelbalon;38918.0
NYT4thDownBot;25794.0
baseballpro;116226.0
FutbolAvanzado;25933.0
NBA;27570313.0
LaLiga;3584427.0
AnalyseSport;8541.0
Olympics;6330519.0
wizard_cfc;16615.0
ThatGuyTipsterr;9533.0
moneyballfutbol;2843.0
Multi_Apuesta;50462.0
AP_Sports;120642.0
sportbible;1299322.0
SportsCenter;35721729.0
livefolk;204.0
travel;6709237.0
NatGeoTravel;6738731.0
TravelLeisure;4042908.0
Earth_Pics;
EarthPix;3152027.0
frugaltraveler;517282.0
nytimestravel;1146180.0
BBC_Travel;989143.0
TelegraphTravel;288278.0
TravelMagazine;2810708.0
CNTraveler;3301775.0
ThatsEarth;1466328.0
chicagoideas;39513.0
ViajaEnElMundo;132900.0
TheBlondeSalad;9983.0
kenzo;331134.0
voguemagazine;13733675.0
BritishVogue;3616552.0
ELLEmagazine;6889229.0
Cosmopolitan;1732614.0
Fashionista_com;2259160.0
WhoWhatWear;2328380.0
TheCut;1433269.0
TimesFashion;2508722.0
ELLEUK;1221001.0
LondonFashionWk;1274017.0
VictoriasSecret;11554008.0
styleinmadrid;28477.0
RevistaInStyle;31193.0
Sephora;2400546.0
CiudadanosCs;469306.0
Bcnisnotcat_;58851.0
AMI__cat;39155.0
TheDemocrats;1438415.0
epp;125637.0
ahorapodemos;1332044.0
CNNPolitics;2665379.0
bpolitics;239331.0
ABCPolitics;696308.0
MSNBC;2093962.0
latimes;3251634.0
thehill;3073846.0
vox_es;75508.0
cope_es;344067.0
OndaCero_es;498675.0
UberFacts;14520984.0
BuzzFeed;6540459.0
SavedYouAClick;260292.0
MoviePass;49873.0
kalesalad;171351.0
cuantocabron;208577.0
ladbible;2061470.0
mental_floss;658188.0
elmundotoday;1186465.0
Cabronazi;256681.0
lavecinarubia;415860.0
pourmecoffee;281792.0
NFL_Memes;441107.0
9GAG;15108016.0
funnyordie;14415566.0
netflix;4950742.0
hbo;1946522.0
FOXTV;1265327.0
SonyPicsTeens;2977087.0
Miramax;426972.0
NBC;1820286.0
La1_tve;538698.0
laSextaTV;902968.0
9gagtv;186869.0
PrimeVideo;376350.0
hulu;538654.0
CBS;985044.0
shows_tv;14410.0
MarvelStudios;916785.0
TwitterMovies;7201022.0
policia;3161111.0
CIA;2310975.0
WhiteHouse;16998564.0
casareal;852368.0
nswpolice;155283.0
guardiacivil;1233849.0
DGTes;204926.0
esa;842820.0
NASA;29347187.0
CERN;2626678.0
EU_Commission;933611.0
UN;10336048.0
EUCouncil;324239.0
ONU_es;978094.0
UNICEF;7245325.0
sockington;1423457.0
Fascinatingpics;6956063.0
shedancestibet;24119.0
A_single_bear;114568.0
BronxZoosCobra;158766.0
MoveTheWorld;119238.0
peta;1067361.0
dodo;840747.0
BuzzFeedAnimals;108619.0
NationalZoo;462691.0
fabulousanimals;
darth;123987.0
EmrgencyKittens;7098073.0
AnimalPlanet;1644102.0
natgeowild;932280.0
TEDTalks;11121905.0
materia_ciencia;740513.0
cienciaplus;403855.0
WIREDScience;2101621.0
ScienceMarchDC;357211.0
sciencemagazine;1142174.0
sciencemuseum;671759.0
aaas;91176.0
NSF;1096457.0
PopSci;1268749.0
scienceworldca;17725.0
rdfrs;82790.0
MarsCuriosity;3952285.0
cienciatmx;24.0
CdeCiencia;59490.0
StockTwits;602851.0
business;4723641.0
1Brokercom;4841.0
LSFinancial;15412.0
TV_TradingIdeas;14053.0
mytradingbuddy;84404.0
HarvardBiz;5420827.0
BabyPips;88617.0
FTTradingRoom;23889.0
TradingNation;17886.0
BigCheds;57802.0
DanielsTrading;6459.0
canuck2usa;44407.0
BourseetTrading;16071.0
tradingview;43887.0
