Account;2018-04-02
bonappetit;3241129.0
NatGeoFood;36038.0
TwitterFood;839012.0
Fooddotcom;30.0
newfoodeconomy;6410.0
bflay;2735927.0
RealCarrotFacts;220620.0
NYTFood;1421583.0
CivilEats;93002.0
Seriouseats;813115.0
RealCapnCrunch;41710.0
iowagirleats;15282.0
spoonuniversity;17293.0
foodandwine;6689630.0
epicurious;2807859.0
Newsweek;3427790.0
nytimes;41635748.0
NBCNews;5979786.0
CNN;39960877.0
washingtonpost;12359467.0
BBCWorld;23043722.0
WSJ;15694704.0
FoxNews;17566664.0
ABC;13815321.0
Reuters;19572239.0
el_pais;6608581.0
abc_es;1534939.0
antena3com;1360754.0
noticias_cuatro;805892.0
24h_tve;1270442.0
ecosdelbalon;38824.0
NYT4thDownBot;25837.0
baseballpro;115744.0
FutbolAvanzado;25270.0
NBA;27495738.0
LaLiga;3552536.0
AnalyseSport;8553.0
Olympics;6246855.0
wizard_cfc;16233.0
ThatGuyTipsterr;9212.0
moneyballfutbol;2832.0
Multi_Apuesta;50383.0
AP_Sports;120411.0
sportbible;1299729.0
SportsCenter;35643598.0
livefolk;204.0
travel;6555763.0
NatGeoTravel;6670617.0
TravelLeisure;4033981.0
Earth_Pics;
EarthPix;3108502.0
frugaltraveler;517076.0
nytimestravel;1144214.0
BBC_Travel;986469.0
TelegraphTravel;286734.0
TravelMagazine;2800584.0
CNTraveler;3262143.0
ThatsEarth;1461533.0
chicagoideas;39423.0
ViajaEnElMundo;132127.0
TheBlondeSalad;9978.0
kenzo;327223.0
voguemagazine;13704928.0
BritishVogue;3613134.0
ELLEmagazine;6876934.0
Cosmopolitan;1728891.0
Fashionista_com;2256203.0
WhoWhatWear;2328368.0
TheCut;1431784.0
TimesFashion;2507160.0
ELLEUK;1220756.0
LondonFashionWk;1271843.0
VictoriasSecret;11533346.0
styleinmadrid;28488.0
RevistaInStyle;31151.0
Sephora;2394562.0
CiudadanosCs;466723.0
Bcnisnotcat_;57964.0
AMI__cat;38581.0
TheDemocrats;1434898.0
epp;125310.0
ahorapodemos;1329555.0
CNNPolitics;2653077.0
bpolitics;238215.0
ABCPolitics;692883.0
MSNBC;2062856.0
latimes;3236761.0
thehill;3052050.0
vox_es;73533.0
cope_es;343099.0
OndaCero_es;497261.0
UberFacts;14517414.0
BuzzFeed;6514580.0
SavedYouAClick;260154.0
MoviePass;48460.0
kalesalad;167576.0
cuantocabron;208853.0
ladbible;2055757.0
mental_floss;654327.0
elmundotoday;1178178.0
Cabronazi;255334.0
lavecinarubia;404408.0
pourmecoffee;281315.0
NFL_Memes;441581.0
9GAG;14929605.0
funnyordie;14406075.0
netflix;4874190.0
hbo;1938205.0
FOXTV;1262526.0
SonyPicsTeens;2979941.0
Miramax;427522.0
NBC;1810823.0
La1_tve;536714.0
laSextaTV;900333.0
9gagtv;187018.0
PrimeVideo;375252.0
hulu;536665.0
CBS;981256.0
shows_tv;14344.0
MarvelStudios;849176.0
TwitterMovies;7198877.0
policia;3152122.0
CIA;2298736.0
WhiteHouse;16883129.0
casareal;844807.0
nswpolice;154125.0
guardiacivil;1220677.0
DGTes;204085.0
esa;837095.0
NASA;29107788.0
CERN;2603109.0
EU_Commission;925378.0
UN;10254447.0
EUCouncil;320688.0
ONU_es;966243.0
UNICEF;7210508.0
sockington;1420812.0
Fascinatingpics;6789447.0
shedancestibet;24048.0
A_single_bear;113771.0
BronxZoosCobra;158813.0
MoveTheWorld;118724.0
peta;1063166.0
dodo;808672.0
BuzzFeedAnimals;108087.0
NationalZoo;451109.0
fabulousanimals;
darth;121610.0
EmrgencyKittens;6903360.0
AnimalPlanet;1622774.0
natgeowild;928463.0
TEDTalks;11070278.0
materia_ciencia;731852.0
cienciaplus;401526.0
WIREDScience;2099827.0
ScienceMarchDC;355972.0
sciencemagazine;1133332.0
sciencemuseum;668927.0
aaas;89849.0
NSF;1092273.0
PopSci;1265832.0
scienceworldca;17626.0
rdfrs;81892.0
MarsCuriosity;3942469.0
cienciatmx;23.0
CdeCiencia;58217.0
StockTwits;601386.0
business;4693728.0
1Brokercom;4772.0
LSFinancial;15389.0
TV_TradingIdeas;13942.0
mytradingbuddy;84393.0
HarvardBiz;5389953.0
BabyPips;88035.0
FTTradingRoom;23762.0
TradingNation;17496.0
BigCheds;55747.0
DanielsTrading;6466.0
canuck2usa;44007.0
BourseetTrading;15820.0
mytradingbuddy;84393.0
tradingview;43107.0
LSFinancial;15389.0
TV_TradingIdeas;13942.0
