Account;2018-03-24
bonappetit;3229831.0
NatGeoFood;35949.0
TwitterFood;838814.0
Fooddotcom;30.0
newfoodeconomy;6295.0
bflay;2722780.0
RealCarrotFacts;220961.0
NYTFood;1420671.0
CivilEats;92767.0
Seriouseats;808737.0
RealCapnCrunch;41695.0
iowagirleats;15290.0
spoonuniversity;17284.0
foodandwine;6684510.0
epicurious;2803796.0
Newsweek;3426305.0
nytimes;41533574.0
NBCNews;5958250.0
CNN;39854689.0
washingtonpost;12309644.0
BBCWorld;22964048.0
WSJ;15661645.0
FoxNews;17492951.0
ABC;13762768.0
Reuters;19531193.0
el_pais;6599649.0
abc_es;1531234.0
antena3com;1359622.0
noticias_cuatro;804578.0
24h_tve;1268901.0
ecosdelbalon;38761.0
NYT4thDownBot;25866.0
baseballpro;115347.0
FutbolAvanzado;24940.0
NBA;27460185.0
LaLiga;3539172.0
AnalyseSport;8563.0
Olympics;6201646.0
wizard_cfc;15922.0
ThatGuyTipsterr;8941.0
moneyballfutbol;2816.0
Multi_Apuesta;50318.0
AP_Sports;120318.0
sportbible;
SportsCenter;35612238.0
livefolk;204.0
travel;6452310.0
NatGeoTravel;6634129.0
TravelLeisure;4028272.0
Earth_Pics;
EarthPix;3074601.0
frugaltraveler;516941.0
nytimestravel;1143603.0
BBC_Travel;985287.0
TelegraphTravel;285920.0
TravelMagazine;2795690.0
CNTraveler;3241823.0
ThatsEarth;1461881.0
chicagoideas;39408.0
ViajaEnElMundo;131568.0
TheBlondeSalad;9960.0
kenzo;324955.0
voguemagazine;13689441.0
BritishVogue;3611062.0
ELLEmagazine;6871493.0
Cosmopolitan;1727770.0
Fashionista_com;2255032.0
WhoWhatWear;2328995.0
TheCut;1431418.0
TimesFashion;2506647.0
ELLEUK;1220872.0
LondonFashionWk;1270595.0
VictoriasSecret;11520089.0
styleinmadrid;28486.0
RevistaInStyle;31139.0
Sephora;2390644.0
CiudadanosCs;465352.0
Bcnisnotcat_;56201.0
AMI__cat;37925.0
TheDemocrats;1433077.0
epp;125245.0
ahorapodemos;1328354.0
CNNPolitics;2645109.0
bpolitics;237703.0
ABCPolitics;692382.0
MSNBC;2057364.0
latimes;3229017.0
thehill;3039940.0
vox_es;72287.0
cope_es;342652.0
OndaCero_es;496553.0
UberFacts;14521000.0
BuzzFeed;6501855.0
SavedYouAClick;259890.0
MoviePass;47866.0
kalesalad;165586.0
cuantocabron;209028.0
ladbible;2053429.0
mental_floss;651844.0
elmundotoday;1173761.0
Cabronazi;254469.0
lavecinarubia;398972.0
pourmecoffee;280917.0
NFL_Memes;441915.0
9GAG;14828691.0
funnyordie;14401720.0
netflix;4841662.0
hbo;1932330.0
FOXTV;1261008.0
SonyPicsTeens;2981166.0
Miramax;427888.0
NBC;1807382.0
La1_tve;535790.0
laSextaTV;898959.0
9gagtv;187069.0
PrimeVideo;374254.0
hulu;532492.0
CBS;979429.0
shows_tv;14336.0
MarvelStudios;816397.0
TwitterMovies;7197734.0
policia;3145324.0
CIA;2293582.0
WhiteHouse;16844343.0
casareal;840690.0
nswpolice;153844.0
guardiacivil;1215101.0
DGTes;203047.0
esa;832499.0
NASA;28979393.0
CERN;2589054.0
EU_Commission;921987.0
UN;10218745.0
EUCouncil;318843.0
ONU_es;961724.0
UNICEF;7193713.0
sockington;1419751.0
Fascinatingpics;6684060.0
shedancestibet;23997.0
A_single_bear;113260.0
BronxZoosCobra;158923.0
MoveTheWorld;118442.0
peta;1062648.0
dodo;789536.0
BuzzFeedAnimals;106669.0
NationalZoo;438929.0
fabulousanimals;
darth;120852.0
EmrgencyKittens;6786066.0
AnimalPlanet;1610743.0
natgeowild;927141.0
TEDTalks;11048363.0
materia_ciencia;725952.0
cienciaplus;399921.0
WIREDScience;2099429.0
ScienceMarchDC;356188.0
sciencemagazine;1129136.0
sciencemuseum;667664.0
aaas;89403.0
NSF;1091042.0
PopSci;1264957.0
scienceworldca;17572.0
rdfrs;81348.0
MarsCuriosity;3936131.0
cienciatmx;23.0
CdeCiencia;57038.0
StockTwits;600569.0
business;4676724.0
1Brokercom;4744.0
LSFinancial;15385.0
TV_TradingIdeas;13862.0
mytradingbuddy;84385.0
HarvardBiz;5377726.0
BabyPips;87690.0
FTTradingRoom;23698.0
TradingNation;17313.0
BigCheds;53902.0
DanielsTrading;6466.0
canuck2usa;43723.0
BourseetTrading;15540.0
mytradingbuddy;84385.0
tradingview;42580.0
LSFinancial;15385.0
TV_TradingIdeas;13862.0
