Account;2018-03-26
bonappetit;3232234.0
NatGeoFood;35972.0
TwitterFood;838806.0
Fooddotcom;30.0
newfoodeconomy;6323.0
bflay;2726545.0
RealCarrotFacts;220888.0
NYTFood;1420903.0
CivilEats;92809.0
Seriouseats;809650.0
RealCapnCrunch;41696.0
iowagirleats;15283.0
spoonuniversity;17283.0
foodandwine;6685673.0
epicurious;2804678.0
Newsweek;3426750.0
nytimes;41557543.0
NBCNews;5963683.0
CNN;39879296.0
washingtonpost;12321469.0
BBCWorld;22982010.0
WSJ;15668996.0
FoxNews;17508680.0
ABC;13774538.0
Reuters;19539268.0
el_pais;6602058.0
abc_es;1532196.0
antena3com;1359960.0
noticias_cuatro;804986.0
24h_tve;1269419.0
ecosdelbalon;38753.0
NYT4thDownBot;25860.0
baseballpro;115416.0
FutbolAvanzado;25010.0
NBA;27468093.0
LaLiga;3541920.0
AnalyseSport;8562.0
Olympics;6209737.0
wizard_cfc;16061.0
ThatGuyTipsterr;8966.0
moneyballfutbol;2817.0
Multi_Apuesta;50357.0
AP_Sports;120339.0
sportbible;378450.0
SportsCenter;35618342.0
livefolk;204.0
travel;6476526.0
NatGeoTravel;6641884.0
TravelLeisure;4029575.0
Earth_Pics;
EarthPix;3083165.0
frugaltraveler;516954.0
nytimestravel;1143708.0
BBC_Travel;985544.0
TelegraphTravel;286144.0
TravelMagazine;2796759.0
CNTraveler;3245732.0
ThatsEarth;1461752.0
chicagoideas;39404.0
ViajaEnElMundo;131726.0
TheBlondeSalad;9970.0
kenzo;325365.0
voguemagazine;13692850.0
BritishVogue;3611478.0
ELLEmagazine;6872748.0
Cosmopolitan;1727961.0
Fashionista_com;2255367.0
WhoWhatWear;2328820.0
TheCut;1431518.0
TimesFashion;2506721.0
ELLEUK;1220866.0
LondonFashionWk;1271100.0
VictoriasSecret;11523766.0
styleinmadrid;28485.0
RevistaInStyle;31140.0
Sephora;2391147.0
CiudadanosCs;465917.0
Bcnisnotcat_;56915.0
AMI__cat;38232.0
TheDemocrats;1433617.0
epp;125259.0
ahorapodemos;1328732.0
CNNPolitics;2647050.0
bpolitics;237866.0
ABCPolitics;692528.0
MSNBC;2058702.0
latimes;3230776.0
thehill;3042833.0
vox_es;72853.0
cope_es;342820.0
OndaCero_es;496759.0
UberFacts;14518852.0
BuzzFeed;6504227.0
SavedYouAClick;259974.0
MoviePass;48039.0
kalesalad;165991.0
cuantocabron;208977.0
ladbible;2053762.0
mental_floss;652485.0
elmundotoday;1174863.0
Cabronazi;254636.0
lavecinarubia;400297.0
pourmecoffee;281041.0
NFL_Memes;441793.0
9GAG;14855402.0
funnyordie;14402587.0
netflix;4847568.0
hbo;1933265.0
FOXTV;1261306.0
SonyPicsTeens;2980933.0
Miramax;427785.0
NBC;1808001.0
La1_tve;536071.0
laSextaTV;899465.0
9gagtv;187049.0
PrimeVideo;374385.0
hulu;532636.0
CBS;980006.0
shows_tv;14334.0
MarvelStudios;824413.0
TwitterMovies;7197993.0
policia;3147099.0
CIA;2294616.0
WhiteHouse;16854894.0
casareal;841863.0
nswpolice;153909.0
guardiacivil;1216641.0
DGTes;203191.0
esa;833093.0
NASA;29005941.0
CERN;2592031.0
EU_Commission;922792.0
UN;10226142.0
EUCouncil;319340.0
ONU_es;962849.0
UNICEF;7197521.0
sockington;1419829.0
Fascinatingpics;6706491.0
shedancestibet;24013.0
A_single_bear;113291.0
BronxZoosCobra;158920.0
MoveTheWorld;118504.0
peta;1062538.0
dodo;792700.0
BuzzFeedAnimals;106882.0
NationalZoo;441747.0
fabulousanimals;
darth;120957.0
EmrgencyKittens;6810542.0
AnimalPlanet;1613142.0
natgeowild;927379.0
TEDTalks;11052967.0
materia_ciencia;727373.0
cienciaplus;400263.0
WIREDScience;2099453.0
ScienceMarchDC;356129.0
sciencemagazine;1129998.0
sciencemuseum;667931.0
aaas;89496.0
NSF;1091212.0
PopSci;1265080.0
scienceworldca;17592.0
rdfrs;81484.0
MarsCuriosity;3937498.0
cienciatmx;23.0
CdeCiencia;57277.0
StockTwits;600689.0
business;4680445.0
1Brokercom;4752.0
LSFinancial;15389.0
TV_TradingIdeas;13884.0
mytradingbuddy;84385.0
HarvardBiz;5380204.0
BabyPips;87742.0
FTTradingRoom;23716.0
TradingNation;17344.0
BigCheds;54323.0
DanielsTrading;6469.0
canuck2usa;43828.0
BourseetTrading;15611.0
mytradingbuddy;84385.0
tradingview;42658.0
LSFinancial;15389.0
TV_TradingIdeas;13884.0
