Account;2018-04-19
bonappetit;3270230.0
NatGeoFood;36185.0
TwitterFood;839532.0
Fooddotcom;31.0
newfoodeconomy;6671.0
bflay;2754154.0
RealCarrotFacts;220035.0
NYTFood;1423647.0
CivilEats;93333.0
Seriouseats;818737.0
RealCapnCrunch;41698.0
iowagirleats;15286.0
spoonuniversity;17299.0
foodandwine;6697903.0
epicurious;2812687.0
Newsweek;3431846.0
nytimes;41865862.0
NBCNews;6037405.0
CNN;40200940.0
washingtonpost;12477309.0
BBCWorld;23240389.0
WSJ;15762771.0
FoxNews;17736849.0
ABC;13938114.0
Reuters;19670240.0
el_pais;6635872.0
abc_es;1543953.0
antena3com;1363950.0
noticias_cuatro;808536.0
24h_tve;1273832.0
ecosdelbalon;38964.0
NYT4thDownBot;25793.0
baseballpro;116306.0
FutbolAvanzado;26069.0
NBA;27580030.0
LaLiga;3587619.0
AnalyseSport;8547.0
Olympics;6341002.0
wizard_cfc;16686.0
ThatGuyTipsterr;9558.0
moneyballfutbol;2844.0
Multi_Apuesta;50464.0
AP_Sports;120671.0
sportbible;1299214.0
SportsCenter;35727350.0
livefolk;204.0
travel;6721642.0
NatGeoTravel;6745228.0
TravelLeisure;4042632.0
Earth_Pics;
EarthPix;3152494.0
frugaltraveler;517283.0
nytimestravel;1146186.0
BBC_Travel;989344.0
TelegraphTravel;288394.0
TravelMagazine;2811524.0
CNTraveler;3306507.0
ThatsEarth;1466151.0
chicagoideas;39531.0
ViajaEnElMundo;133022.0
TheBlondeSalad;9980.0
kenzo;331583.0
voguemagazine;13733758.0
BritishVogue;3616965.0
ELLEmagazine;6889709.0
Cosmopolitan;1732491.0
Fashionista_com;2259532.0
WhoWhatWear;2328110.0
TheCut;1433447.0
TimesFashion;2508849.0
ELLEUK;1221030.0
LondonFashionWk;1274249.0
VictoriasSecret;11555236.0
styleinmadrid;28478.0
RevistaInStyle;31198.0
Sephora;2401139.0
CiudadanosCs;469538.0
Bcnisnotcat_;59026.0
AMI__cat;39227.0
TheDemocrats;1438874.0
epp;125669.0
ahorapodemos;1332264.0
CNNPolitics;2665938.0
bpolitics;239455.0
ABCPolitics;696310.0
MSNBC;2095442.0
latimes;3252767.0
thehill;3076478.0
vox_es;75857.0
cope_es;344157.0
OndaCero_es;498804.0
UberFacts;14518769.0
BuzzFeed;6542315.0
SavedYouAClick;260322.0
MoviePass;50152.0
kalesalad;171732.0
cuantocabron;208553.0
ladbible;2062969.0
mental_floss;658586.0
elmundotoday;1187405.0
Cabronazi;256813.0
lavecinarubia;417051.0
pourmecoffee;281861.0
NFL_Memes;441083.0
9GAG;15113387.0
funnyordie;14416793.0
netflix;4961031.0
hbo;1947636.0
FOXTV;1265751.0
SonyPicsTeens;2976739.0
Miramax;426917.0
NBC;1822220.0
La1_tve;538946.0
laSextaTV;903212.0
9gagtv;186865.0
PrimeVideo;376494.0
hulu;538882.0
CBS;985301.0
shows_tv;14409.0
MarvelStudios;923468.0
TwitterMovies;7201586.0
policia;3162205.0
CIA;2312455.0
WhiteHouse;17009608.0
casareal;853015.0
nswpolice;155348.0
guardiacivil;1236060.0
DGTes;205040.0
esa;843508.0
NASA;29371421.0
CERN;2629070.0
EU_Commission;934417.0
UN;10343924.0
EUCouncil;324724.0
ONU_es;979469.0
UNICEF;7248093.0
sockington;1423291.0
Fascinatingpics;6977623.0
shedancestibet;24124.0
A_single_bear;114755.0
BronxZoosCobra;158764.0
MoveTheWorld;119326.0
peta;1067602.0
dodo;844111.0
BuzzFeedAnimals;108703.0
NationalZoo;465433.0
fabulousanimals;
darth;124212.0
EmrgencyKittens;7119944.0
AnimalPlanet;1646418.0
natgeowild;932020.0
TEDTalks;11125923.0
materia_ciencia;741555.0
cienciaplus;404221.0
WIREDScience;2101621.0
ScienceMarchDC;357214.0
sciencemagazine;1142974.0
sciencemuseum;672044.0
aaas;91275.0
NSF;1096718.0
PopSci;1268627.0
scienceworldca;17744.0
rdfrs;82862.0
MarsCuriosity;3952724.0
cienciatmx;24.0
CdeCiencia;59644.0
StockTwits;603060.0
business;4727087.0
1Brokercom;4852.0
LSFinancial;15413.0
TV_TradingIdeas;14076.0
mytradingbuddy;84395.0
HarvardBiz;5423563.0
BabyPips;88689.0
FTTradingRoom;23905.0
TradingNation;17931.0
BigCheds;58018.0
DanielsTrading;6459.0
canuck2usa;44462.0
BourseetTrading;16114.0
tradingview;43983.0
