Account;2018-04-09
bonappetit;3252014.0
NatGeoFood;36108.0
TwitterFood;839272.0
Fooddotcom;30.0
newfoodeconomy;6450.0
bflay;2743689.0
RealCarrotFacts;220322.0
NYTFood;1422415.0
CivilEats;93149.0
Seriouseats;815355.0
RealCapnCrunch;41702.0
iowagirleats;15281.0
spoonuniversity;17292.0
foodandwine;6693554.0
epicurious;2810382.0
Newsweek;3429327.0
nytimes;41721276.0
NBCNews;6001485.0
CNN;40050129.0
washingtonpost;12403520.0
BBCWorld;23115292.0
WSJ;15721004.0
FoxNews;17627192.0
ABC;13860814.0
Reuters;19604572.0
el_pais;6616568.0
abc_es;1538403.0
antena3com;1362096.0
noticias_cuatro;806974.0
24h_tve;1271788.0
ecosdelbalon;38896.0
NYT4thDownBot;25817.0
baseballpro;116002.0
FutbolAvanzado;25585.0
NBA;27524369.0
LaLiga;3566973.0
AnalyseSport;8542.0
Olympics;6284484.0
wizard_cfc;16471.0
ThatGuyTipsterr;9443.0
moneyballfutbol;2846.0
Multi_Apuesta;50392.0
AP_Sports;120518.0
sportbible;1299320.0
SportsCenter;35676488.0
livefolk;205.0
travel;6618929.0
NatGeoTravel;6699580.0
TravelLeisure;4037925.0
Earth_Pics;
EarthPix;3133817.0
frugaltraveler;517168.0
nytimestravel;1145105.0
BBC_Travel;987602.0
TelegraphTravel;287456.0
TravelMagazine;2805229.0
CNTraveler;3279982.0
ThatsEarth;1462226.0
chicagoideas;39446.0
ViajaEnElMundo;132288.0
TheBlondeSalad;9986.0
kenzo;328917.0
voguemagazine;13717598.0
BritishVogue;3614828.0
ELLEmagazine;6882184.0
Cosmopolitan;1730185.0
Fashionista_com;2257673.0
WhoWhatWear;2328247.0
TheCut;1432545.0
TimesFashion;2507887.0
ELLEUK;1220873.0
LondonFashionWk;1272954.0
VictoriasSecret;11541480.0
styleinmadrid;28480.0
RevistaInStyle;31157.0
Sephora;2397536.0
CiudadanosCs;467984.0
Bcnisnotcat_;58372.0
AMI__cat;38882.0
TheDemocrats;1436371.0
epp;125442.0
ahorapodemos;1330715.0
CNNPolitics;2657955.0
bpolitics;238624.0
ABCPolitics;693676.0
MSNBC;2072294.0
latimes;3243153.0
thehill;3060767.0
vox_es;74723.0
cope_es;343629.0
OndaCero_es;497974.0
UberFacts;14518315.0
BuzzFeed;6525215.0
SavedYouAClick;260182.0
MoviePass;49059.0
kalesalad;169584.0
cuantocabron;208709.0
ladbible;2057598.0
mental_floss;655953.0
elmundotoday;1181910.0
Cabronazi;255963.0
lavecinarubia;409533.0
pourmecoffee;281469.0
NFL_Memes;441331.0
9GAG;14999877.0
funnyordie;14410802.0
netflix;4900310.0
hbo;1941771.0
FOXTV;1263728.0
SonyPicsTeens;2978896.0
Miramax;427206.0
NBC;1813593.0
La1_tve;537640.0
laSextaTV;901585.0
9gagtv;186874.0
PrimeVideo;375790.0
hulu;537585.0
CBS;982718.0
shows_tv;14373.0
MarvelStudios;885096.0
TwitterMovies;7199799.0
policia;3157106.0
CIA;2302966.0
WhiteHouse;16922372.0
casareal;849009.0
nswpolice;154591.0
guardiacivil;1226248.0
DGTes;204479.0
esa;839708.0
NASA;29211780.0
CERN;2612700.0
EU_Commission;928351.0
UN;10288549.0
EUCouncil;321864.0
ONU_es;970091.0
UNICEF;7224921.0
sockington;1422322.0
Fascinatingpics;6861386.0
shedancestibet;24073.0
A_single_bear;114283.0
BronxZoosCobra;158788.0
MoveTheWorld;118943.0
peta;1065681.0
dodo;824609.0
BuzzFeedAnimals;108433.0
NationalZoo;456060.0
fabulousanimals;
darth;122443.0
EmrgencyKittens;6987946.0
AnimalPlanet;1632804.0
natgeowild;929978.0
TEDTalks;11090672.0
materia_ciencia;736058.0
cienciaplus;402557.0
WIREDScience;2100622.0
ScienceMarchDC;356043.0
sciencemagazine;1137300.0
sciencemuseum;670093.0
aaas;90392.0
NSF;1094080.0
PopSci;1267042.0
scienceworldca;17661.0
rdfrs;82426.0
MarsCuriosity;3947433.0
cienciatmx;25.0
CdeCiencia;58836.0
StockTwits;601973.0
business;4706640.0
1Brokercom;4807.0
LSFinancial;15402.0
TV_TradingIdeas;13997.0
mytradingbuddy;84430.0
HarvardBiz;5402145.0
BabyPips;88333.0
FTTradingRoom;23819.0
TradingNation;17644.0
BigCheds;56687.0
DanielsTrading;6466.0
canuck2usa;44228.0
BourseetTrading;16008.0
tradingview;43546.0
