Account;2018-04-16
bonappetit;3265417.0
NatGeoFood;36172.0
TwitterFood;839493.0
Fooddotcom;31.0
newfoodeconomy;6502.0
bflay;2751598.0
RealCarrotFacts;220129.0
NYTFood;1423405.0
CivilEats;93260.0
Seriouseats;817686.0
RealCapnCrunch;41702.0
iowagirleats;15287.0
spoonuniversity;17301.0
foodandwine;6698055.0
epicurious;2812470.0
Newsweek;3431222.0
nytimes;41833087.0
NBCNews;6030549.0
CNN;40170099.0
washingtonpost;12459703.0
BBCWorld;23212411.0
WSJ;15752636.0
FoxNews;17712292.0
ABC;13925971.0
Reuters;19657901.0
el_pais;6632475.0
abc_es;1542694.0
antena3com;1363440.0
noticias_cuatro;808162.0
24h_tve;1273289.0
ecosdelbalon;38916.0
NYT4thDownBot;25799.0
baseballpro;116204.0
FutbolAvanzado;25899.0
NBA;27565825.0
LaLiga;3582829.0
AnalyseSport;8540.0
Olympics;6326655.0
wizard_cfc;16605.0
ThatGuyTipsterr;9533.0
moneyballfutbol;2848.0
Multi_Apuesta;50461.0
AP_Sports;120633.0
sportbible;1299302.0
SportsCenter;35717767.0
livefolk;205.0
travel;6700969.0
NatGeoTravel;6735380.0
TravelLeisure;4042363.0
Earth_Pics;
EarthPix;3150798.0
frugaltraveler;517270.0
nytimestravel;1146059.0
BBC_Travel;988989.0
TelegraphTravel;288186.0
TravelMagazine;2809993.0
CNTraveler;3299527.0
ThatsEarth;1466203.0
chicagoideas;39500.0
ViajaEnElMundo;132783.0
TheBlondeSalad;9986.0
kenzo;330874.0
voguemagazine;13732253.0
BritishVogue;3616337.0
ELLEmagazine;6888500.0
Cosmopolitan;1732323.0
Fashionista_com;2258965.0
WhoWhatWear;2328355.0
TheCut;1433166.0
TimesFashion;2508595.0
ELLEUK;1220983.0
LondonFashionWk;1273877.0
VictoriasSecret;11553248.0
styleinmadrid;28475.0
RevistaInStyle;31189.0
Sephora;2400220.0
CiudadanosCs;469132.0
Bcnisnotcat_;58791.0
AMI__cat;39120.0
TheDemocrats;1438188.0
epp;125606.0
ahorapodemos;1331906.0
CNNPolitics;2664868.0
bpolitics;239229.0
ABCPolitics;696151.0
MSNBC;2092149.0
latimes;3250650.0
thehill;3072540.0
vox_es;75376.0
cope_es;344021.0
OndaCero_es;498631.0
UberFacts;14520876.0
BuzzFeed;6538265.0
SavedYouAClick;260258.0
MoviePass;49772.0
kalesalad;171171.0
cuantocabron;208592.0
ladbible;2060882.0
mental_floss;657958.0
elmundotoday;1185822.0
Cabronazi;256597.0
lavecinarubia;415117.0
pourmecoffee;281783.0
NFL_Memes;441110.0
9GAG;15098021.0
funnyordie;14415088.0
netflix;4944821.0
hbo;1945985.0
FOXTV;1265155.0
SonyPicsTeens;2977317.0
Miramax;427010.0
NBC;1819338.0
La1_tve;538577.0
laSextaTV;902823.0
9gagtv;186876.0
PrimeVideo;376283.0
hulu;538554.0
CBS;984813.0
shows_tv;14406.0
MarvelStudios;912829.0
TwitterMovies;7201030.0
policia;3162015.0
CIA;2309984.0
WhiteHouse;16991890.0
casareal;851911.0
nswpolice;155252.0
guardiacivil;1233524.0
DGTes;204871.0
esa;842505.0
NASA;29335238.0
CERN;2625723.0
EU_Commission;933092.0
UN;10331617.0
EUCouncil;323947.0
ONU_es;977340.0
UNICEF;7243130.0
sockington;1423379.0
Fascinatingpics;6947471.0
shedancestibet;24119.0
A_single_bear;114523.0
BronxZoosCobra;158765.0
MoveTheWorld;119195.0
peta;1067247.0
dodo;839031.0
BuzzFeedAnimals;108615.0
NationalZoo;461626.0
fabulousanimals;
darth;123898.0
EmrgencyKittens;7088805.0
AnimalPlanet;1642988.0
natgeowild;931985.0
TEDTalks;11119126.0
materia_ciencia;739988.0
cienciaplus;403696.0
WIREDScience;2101491.0
ScienceMarchDC;357172.0
sciencemagazine;1141571.0
sciencemuseum;671603.0
aaas;91094.0
NSF;1096161.0
PopSci;1268543.0
scienceworldca;17723.0
rdfrs;82749.0
MarsCuriosity;3951817.0
cienciatmx;24.0
CdeCiencia;59402.0
StockTwits;602691.0
business;4721839.0
1Brokercom;4834.0
LSFinancial;15409.0
TV_TradingIdeas;14043.0
mytradingbuddy;84411.0
HarvardBiz;5419158.0
BabyPips;88598.0
FTTradingRoom;23877.0
TradingNation;17851.0
BigCheds;57614.0
DanielsTrading;6457.0
canuck2usa;44405.0
BourseetTrading;16068.0
tradingview;43846.0
