Account;2018-04-21
bonappetit;3274149.0
NatGeoFood;36208.0
TwitterFood;839512.0
Fooddotcom;32.0
newfoodeconomy;6716.0
bflay;2755754.0
RealCarrotFacts;219987.0
NYTFood;1423781.0
CivilEats;93365.0
Seriouseats;819365.0
RealCapnCrunch;41704.0
iowagirleats;15285.0
spoonuniversity;17303.0
foodandwine;6699005.0
epicurious;2812983.0
Newsweek;3432200.0
nytimes;41888889.0
NBCNews;6041890.0
CNN;40224386.0
washingtonpost;12488763.0
BBCWorld;23259618.0
WSJ;15769109.0
FoxNews;17752396.0
ABC;13948492.0
Reuters;19681191.0
el_pais;6638234.0
abc_es;1544741.0
antena3com;1364199.0
noticias_cuatro;808774.0
24h_tve;1274117.0
ecosdelbalon;38969.0
NYT4thDownBot;25787.0
baseballpro;116372.0
FutbolAvanzado;26101.0
NBA;27588492.0
LaLiga;3590645.0
AnalyseSport;8546.0
Olympics;6350000.0
wizard_cfc;16728.0
ThatGuyTipsterr;9627.0
moneyballfutbol;2852.0
Multi_Apuesta;50454.0
AP_Sports;120716.0
sportbible;1299110.0
SportsCenter;35731793.0
livefolk;203.0
travel;6736078.0
NatGeoTravel;6752553.0
TravelLeisure;4043143.0
Earth_Pics;
EarthPix;3152223.0
frugaltraveler;517284.0
nytimestravel;1146278.0
BBC_Travel;989572.0
TelegraphTravel;288545.0
TravelMagazine;2812342.0
CNTraveler;3311086.0
ThatsEarth;1466091.0
chicagoideas;39533.0
ViajaEnElMundo;133197.0
TheBlondeSalad;9979.0
kenzo;332003.0
voguemagazine;13736789.0
BritishVogue;3617337.0
ELLEmagazine;6890943.0
Cosmopolitan;1732654.0
Fashionista_com;2259710.0
WhoWhatWear;2327937.0
TheCut;1433513.0
TimesFashion;2508937.0
ELLEUK;1221006.0
LondonFashionWk;1274313.0
VictoriasSecret;11557492.0
styleinmadrid;28482.0
RevistaInStyle;31204.0
Sephora;2401634.0
CiudadanosCs;469764.0
Bcnisnotcat_;59276.0
AMI__cat;39270.0
TheDemocrats;1439670.0
epp;125691.0
ahorapodemos;1332352.0
CNNPolitics;2666739.0
bpolitics;239530.0
ABCPolitics;696418.0
MSNBC;2096273.0
latimes;3254177.0
thehill;3078716.0
vox_es;76118.0
cope_es;344256.0
OndaCero_es;498926.0
UberFacts;14518381.0
BuzzFeed;6544821.0
SavedYouAClick;260347.0
MoviePass;50322.0
kalesalad;171987.0
cuantocabron;208533.0
ladbible;2063481.0
mental_floss;658958.0
elmundotoday;1188356.0
Cabronazi;256934.0
lavecinarubia;417962.0
pourmecoffee;281912.0
NFL_Memes;441071.0
9GAG;15130578.0
funnyordie;14417747.0
netflix;4971139.0
hbo;1948796.0
FOXTV;1265952.0
SonyPicsTeens;2976521.0
Miramax;426937.0
NBC;1823878.0
La1_tve;539259.0
laSextaTV;903426.0
9gagtv;186837.0
PrimeVideo;376671.0
hulu;539557.0
CBS;985568.0
shows_tv;14427.0
MarvelStudios;928600.0
TwitterMovies;7201592.0
policia;3163115.0
CIA;2313869.0
WhiteHouse;17018487.0
casareal;853530.0
nswpolice;155389.0
guardiacivil;1237266.0
DGTes;205136.0
esa;843908.0
NASA;29394818.0
CERN;2631780.0
EU_Commission;934981.0
UN;10351003.0
EUCouncil;325084.0
ONU_es;980813.0
UNICEF;7251132.0
sockington;1423157.0
Fascinatingpics;6995484.0
shedancestibet;24131.0
A_single_bear;114827.0
BronxZoosCobra;158774.0
MoveTheWorld;119368.0
peta;1067861.0
dodo;846783.0
BuzzFeedAnimals;108794.0
NationalZoo;466593.0
fabulousanimals;
darth;124363.0
EmrgencyKittens;7137471.0
AnimalPlanet;1648627.0
natgeowild;932254.0
TEDTalks;11130177.0
materia_ciencia;742606.0
cienciaplus;404637.0
WIREDScience;2101637.0
ScienceMarchDC;357177.0
sciencemagazine;1143724.0
sciencemuseum;672212.0
aaas;91348.0
NSF;1096904.0
PopSci;1268855.0
scienceworldca;17755.0
rdfrs;82900.0
MarsCuriosity;3952899.0
cienciatmx;24.0
CdeCiencia;59871.0
StockTwits;603168.0
business;4729835.0
1Brokercom;4860.0
LSFinancial;15411.0
TV_TradingIdeas;14102.0
mytradingbuddy;84422.0
HarvardBiz;5425965.0
BabyPips;88769.0
FTTradingRoom;23922.0
TradingNation;17978.0
BigCheds;58329.0
DanielsTrading;6460.0
canuck2usa;44659.0
BourseetTrading;16120.0
tradingview;44076.0
