Account;2018-04-20
bonappetit;3272106.0
NatGeoFood;36194.0
TwitterFood;839527.0
Fooddotcom;31.0
newfoodeconomy;6697.0
bflay;2754959.0
RealCarrotFacts;220001.0
NYTFood;1423704.0
CivilEats;93351.0
Seriouseats;819028.0
RealCapnCrunch;41702.0
iowagirleats;15286.0
spoonuniversity;17299.0
foodandwine;6698468.0
epicurious;2812843.0
Newsweek;3432090.0
nytimes;41877795.0
NBCNews;6039719.0
CNN;40213024.0
washingtonpost;12483178.0
BBCWorld;23250240.0
WSJ;15766018.0
FoxNews;17745074.0
ABC;13943484.0
Reuters;19675903.0
el_pais;6637153.0
abc_es;1544386.0
antena3com;1364087.0
noticias_cuatro;808663.0
24h_tve;1273980.0
ecosdelbalon;38972.0
NYT4thDownBot;25789.0
baseballpro;116346.0
FutbolAvanzado;26093.0
NBA;27584440.0
LaLiga;3588802.0
AnalyseSport;8549.0
Olympics;6345572.0
wizard_cfc;16725.0
ThatGuyTipsterr;9579.0
moneyballfutbol;2848.0
Multi_Apuesta;50461.0
AP_Sports;120699.0
sportbible;1299159.0
SportsCenter;35729611.0
livefolk;203.0
travel;6729178.0
NatGeoTravel;6748868.0
TravelLeisure;4042925.0
Earth_Pics;
EarthPix;3152338.0
frugaltraveler;517267.0
nytimestravel;1146247.0
BBC_Travel;989450.0
TelegraphTravel;288470.0
TravelMagazine;2811947.0
CNTraveler;3308953.0
ThatsEarth;1466113.0
chicagoideas;39532.0
ViajaEnElMundo;133088.0
TheBlondeSalad;9979.0
kenzo;331778.0
voguemagazine;13735279.0
BritishVogue;3617151.0
ELLEmagazine;6890311.0
Cosmopolitan;1732547.0
Fashionista_com;2259621.0
WhoWhatWear;2328006.0
TheCut;1433496.0
TimesFashion;2508883.0
ELLEUK;1221010.0
LondonFashionWk;1274277.0
VictoriasSecret;11556438.0
styleinmadrid;28478.0
RevistaInStyle;31203.0
Sephora;2401410.0
CiudadanosCs;469654.0
Bcnisnotcat_;59119.0
AMI__cat;39243.0
TheDemocrats;1439319.0
epp;125675.0
ahorapodemos;1332309.0
CNNPolitics;2666381.0
bpolitics;239516.0
ABCPolitics;696379.0
MSNBC;2095920.0
latimes;3253463.0
thehill;3077665.0
vox_es;75987.0
cope_es;344199.0
OndaCero_es;498858.0
UberFacts;14518531.0
BuzzFeed;6543518.0
SavedYouAClick;260327.0
MoviePass;50241.0
kalesalad;171854.0
cuantocabron;208548.0
ladbible;2063389.0
mental_floss;658736.0
elmundotoday;1187912.0
Cabronazi;256888.0
lavecinarubia;417560.0
pourmecoffee;281895.0
NFL_Memes;441078.0
9GAG;15121273.0
funnyordie;14417247.0
netflix;4966743.0
hbo;1948245.0
FOXTV;1265841.0
SonyPicsTeens;2976637.0
Miramax;426939.0
NBC;1823066.0
La1_tve;539027.0
laSextaTV;903314.0
9gagtv;186854.0
PrimeVideo;376591.0
hulu;539092.0
CBS;985456.0
shows_tv;14424.0
MarvelStudios;926189.0
TwitterMovies;7201670.0
policia;3162680.0
CIA;2313119.0
WhiteHouse;17013746.0
casareal;853255.0
nswpolice;155367.0
guardiacivil;1236701.0
DGTes;205092.0
esa;843695.0
NASA;29383220.0
CERN;2630336.0
EU_Commission;934715.0
UN;10347493.0
EUCouncil;324906.0
ONU_es;980220.0
UNICEF;7249665.0
sockington;1423211.0
Fascinatingpics;6986833.0
shedancestibet;24124.0
A_single_bear;114813.0
BronxZoosCobra;158767.0
MoveTheWorld;119343.0
peta;1067698.0
dodo;845189.0
BuzzFeedAnimals;108752.0
NationalZoo;466172.0
fabulousanimals;
darth;124329.0
EmrgencyKittens;7128834.0
AnimalPlanet;1647491.0
natgeowild;932147.0
TEDTalks;11128125.0
materia_ciencia;742020.0
cienciaplus;404427.0
WIREDScience;2101643.0
ScienceMarchDC;357189.0
sciencemagazine;1143358.0
sciencemuseum;672133.0
aaas;91327.0
NSF;1096805.0
PopSci;1268717.0
scienceworldca;17749.0
rdfrs;82884.0
MarsCuriosity;3952842.0
cienciatmx;24.0
CdeCiencia;59701.0
StockTwits;603135.0
business;4728651.0
1Brokercom;4857.0
LSFinancial;15410.0
TV_TradingIdeas;14100.0
mytradingbuddy;84397.0
HarvardBiz;5424696.0
BabyPips;88734.0
FTTradingRoom;23912.0
TradingNation;17966.0
BigCheds;58156.0
DanielsTrading;6460.0
canuck2usa;44621.0
BourseetTrading;16121.0
tradingview;44025.0
