Account;2018-03-13
bonappetit;3211296.0
NatGeoFood;35794.0
TwitterFood;838422.0
Fooddotcom;30.0
newfoodeconomy;6079.0
bflay;2708665.0
RealCarrotFacts;221367.0
NYTFood;1419914.0
CivilEats;92443.0
Seriouseats;805575.0
RealCapnCrunch;41661.0
iowagirleats;15291.0
spoonuniversity;17262.0
foodandwine;6675815.0
epicurious;2800067.0
Newsweek;3423237.0
nytimes;41389737.0
NBCNews;5921602.0
CNN;39704221.0
washingtonpost;12235202.0
BBCWorld;22847044.0
WSJ;15617705.0
FoxNews;17390431.0
ABC;13655394.0
Reuters;19474991.0
el_pais;6587476.0
abc_es;1526460.0
antena3com;1357804.0
noticias_cuatro;802767.0
24h_tve;1266421.0
ecosdelbalon;38709.0
NYT4thDownBot;25910.0
baseballpro;115097.0
FutbolAvanzado;24441.0
NBA;27408634.0
LaLiga;3515953.0
AnalyseSport;8564.0
Olympics;6149569.0
wizard_cfc;15549.0
ThatGuyTipsterr;8199.0
moneyballfutbol;2818.0
Multi_Apuesta;50168.0
AP_Sports;120173.0
sportbible;
SportsCenter;35560849.0
livefolk;202.0
travel;6323579.0
NatGeoTravel;6583059.0
TravelLeisure;4020512.0
Earth_Pics;8487102.0
EarthPix;3032456.0
frugaltraveler;516856.0
nytimestravel;1142375.0
BBC_Travel;983371.0
TelegraphTravel;284964.0
TravelMagazine;2789008.0
CNTraveler;3215832.0
ThatsEarth;1462596.0
chicagoideas;39370.0
ViajaEnElMundo;130839.0
TheBlondeSalad;9938.0
kenzo;320654.0
voguemagazine;13667871.0
BritishVogue;3608163.0
ELLEmagazine;6864186.0
Cosmopolitan;1726378.0
Fashionista_com;2253163.0
WhoWhatWear;2329434.0
TheCut;1430663.0
TimesFashion;2506043.0
ELLEUK;1220706.0
LondonFashionWk;1269329.0
VictoriasSecret;11505370.0
styleinmadrid;28488.0
RevistaInStyle;31093.0
Sephora;2388069.0
CiudadanosCs;463359.0
Bcnisnotcat_;54818.0
AMI__cat;37501.0
TheDemocrats;1428924.0
epp;124973.0
ahorapodemos;1326172.0
CNNPolitics;2629011.0
bpolitics;236251.0
ABCPolitics;688036.0
MSNBC;2043730.0
latimes;3218367.0
thehill;3018697.0
vox_es;70719.0
cope_es;341924.0
OndaCero_es;495460.0
UberFacts;14516385.0
BuzzFeed;6478553.0
SavedYouAClick;259714.0
MoviePass;46926.0
kalesalad;163559.0
cuantocabron;209264.0
ladbible;2048104.0
mental_floss;649651.0
elmundotoday;1167693.0
Cabronazi;253543.0
lavecinarubia;391916.0
pourmecoffee;280569.0
NFL_Memes;441845.0
9GAG;14712564.0
funnyordie;14395216.0
netflix;4812843.0
hbo;1928043.0
FOXTV;1258247.0
SonyPicsTeens;2982042.0
Miramax;428371.0
NBC;1803102.0
La1_tve;534363.0
laSextaTV;897164.0
9gagtv;187135.0
PrimeVideo;373043.0
hulu;532168.0
CBS;976186.0
shows_tv;14340.0
MarvelStudios;730595.0
TwitterMovies;7193909.0
policia;3136571.0
CIA;2286553.0
WhiteHouse;16780819.0
casareal;835889.0
nswpolice;153447.0
guardiacivil;1205244.0
DGTes;201965.0
esa;828760.0
NASA;28789224.0
CERN;2573608.0
EU_Commission;916492.0
UN;10171552.0
EUCouncil;316009.0
ONU_es;953562.0
UNICEF;7162214.0
sockington;1420178.0
Fascinatingpics;6567174.0
shedancestibet;23958.0
A_single_bear;112751.0
BronxZoosCobra;158976.0
MoveTheWorld;118168.0
peta;1061657.0
dodo;775726.0
BuzzFeedAnimals;106106.0
NationalZoo;428423.0
fabulousanimals;1094831.0
darth;119613.0
EmrgencyKittens;6625724.0
AnimalPlanet;1596867.0
natgeowild;924616.0
TEDTalks;11021199.0
materia_ciencia;717968.0
cienciaplus;396708.0
WIREDScience;2098403.0
ScienceMarchDC;356073.0
sciencemagazine;1123157.0
sciencemuseum;666330.0
aaas;88560.0
NSF;1089418.0
PopSci;1262880.0
scienceworldca;17491.0
rdfrs;80440.0
MarsCuriosity;3931386.0
cienciatmx;22.0
CdeCiencia;55568.0
StockTwits;599666.0
business;4653212.0
1Brokercom;4671.0
LSFinancial;15377.0
TV_TradingIdeas;13920.0
mytradingbuddy;84219.0
HarvardBiz;5362401.0
BabyPips;87267.0
FTTradingRoom;23614.0
TradingNation;17054.0
BigCheds;49514.0
DanielsTrading;6461.0
canuck2usa;43438.0
BourseetTrading;15236.0
mytradingbuddy;84219.0
tradingview;41941.0
LSFinancial;15377.0
TV_TradingIdeas;13920.0
