Account;2018-03-16
bonappetit;3216349.0
NatGeoFood;35836.0
TwitterFood;838534.0
Fooddotcom;30.0
newfoodeconomy;6139.0
bflay;2712032.0
RealCarrotFacts;221255.0
NYTFood;1420107.0
CivilEats;92559.0
Seriouseats;806228.0
RealCapnCrunch;41676.0
iowagirleats;15290.0
spoonuniversity;17271.0
foodandwine;6678044.0
epicurious;2801019.0
Newsweek;3424198.0
nytimes;41430536.0
NBCNews;5933053.0
CNN;39747353.0
washingtonpost;12255842.0
BBCWorld;22881640.0
WSJ;15629861.0
FoxNews;17419338.0
ABC;13687372.0
Reuters;19491679.0
el_pais;6591100.0
abc_es;1527953.0
antena3com;1358423.0
noticias_cuatro;803333.0
24h_tve;1267280.0
ecosdelbalon;38724.0
NYT4thDownBot;25908.0
baseballpro;115160.0
FutbolAvanzado;24581.0
NBA;27423795.0
LaLiga;3523158.0
AnalyseSport;8565.0
Olympics;6168048.0
wizard_cfc;15623.0
ThatGuyTipsterr;8326.0
moneyballfutbol;2819.0
Multi_Apuesta;50181.0
AP_Sports;120214.0
sportbible;
SportsCenter;35576171.0
livefolk;203.0
travel;6358858.0
NatGeoTravel;6596627.0
TravelLeisure;4022854.0
Earth_Pics;
EarthPix;3039938.0
frugaltraveler;516921.0
nytimestravel;1142767.0
BBC_Travel;983952.0
TelegraphTravel;285244.0
TravelMagazine;2790837.0
CNTraveler;3223137.0
ThatsEarth;1462393.0
chicagoideas;39378.0
ViajaEnElMundo;131099.0
TheBlondeSalad;9939.0
kenzo;321310.0
voguemagazine;13673927.0
BritishVogue;3609131.0
ELLEmagazine;6866319.0
Cosmopolitan;1726872.0
Fashionista_com;2253807.0
WhoWhatWear;2329378.0
TheCut;1430887.0
TimesFashion;2506182.0
ELLEUK;1220807.0
LondonFashionWk;1269692.0
VictoriasSecret;11509406.0
styleinmadrid;28480.0
RevistaInStyle;31108.0
Sephora;2388877.0
CiudadanosCs;463954.0
Bcnisnotcat_;55122.0
AMI__cat;37599.0
TheDemocrats;1430170.0
epp;125063.0
ahorapodemos;1326874.0
CNNPolitics;2633743.0
bpolitics;236560.0
ABCPolitics;689569.0
MSNBC;2047823.0
latimes;3221290.0
thehill;3024909.0
vox_es;71055.0
cope_es;342177.0
OndaCero_es;495880.0
UberFacts;14518672.0
BuzzFeed;6486035.0
SavedYouAClick;259709.0
MoviePass;47223.0
kalesalad;164032.0
cuantocabron;209208.0
ladbible;2049162.0
mental_floss;650071.0
elmundotoday;1169641.0
Cabronazi;253744.0
lavecinarubia;394082.0
pourmecoffee;280652.0
NFL_Memes;442038.0
9GAG;14738872.0
funnyordie;14397056.0
netflix;4820623.0
hbo;1929290.0
FOXTV;1258850.0
SonyPicsTeens;2981805.0
Miramax;428258.0
NBC;1804745.0
La1_tve;534867.0
laSextaTV;897733.0
9gagtv;187164.0
PrimeVideo;373275.0
hulu;532122.0
CBS;977860.0
shows_tv;14338.0
MarvelStudios;779617.0
TwitterMovies;7195078.0
policia;3139253.0
CIA;2288576.0
WhiteHouse;16797372.0
casareal;837212.0
nswpolice;153536.0
guardiacivil;1208739.0
DGTes;202203.0
esa;829936.0
NASA;28853161.0
CERN;2577743.0
EU_Commission;917883.0
UN;10185018.0
EUCouncil;316758.0
ONU_es;955844.0
UNICEF;7170518.0
sockington;1420050.0
Fascinatingpics;6598205.0
shedancestibet;23960.0
A_single_bear;112987.0
BronxZoosCobra;158974.0
MoveTheWorld;118227.0
peta;1062082.0
dodo;779375.0
BuzzFeedAnimals;106237.0
NationalZoo;429241.0
fabulousanimals;
darth;119986.0
EmrgencyKittens;6672151.0
AnimalPlanet;1600366.0
natgeowild;925436.0
TEDTalks;11028246.0
materia_ciencia;720271.0
cienciaplus;397776.0
WIREDScience;2098859.0
ScienceMarchDC;356228.0
sciencemagazine;1125110.0
sciencemuseum;666811.0
aaas;88824.0
NSF;1089938.0
PopSci;1263693.0
scienceworldca;17515.0
rdfrs;80814.0
MarsCuriosity;3932788.0
cienciatmx;22.0
CdeCiencia;56063.0
StockTwits;599915.0
business;4659365.0
1Brokercom;4684.0
LSFinancial;15376.0
TV_TradingIdeas;13968.0
mytradingbuddy;84283.0
HarvardBiz;5366052.0
BabyPips;87344.0
FTTradingRoom;23644.0
TradingNation;17173.0
BigCheds;51155.0
DanielsTrading;6462.0
canuck2usa;43508.0
BourseetTrading;15325.0
mytradingbuddy;84283.0
tradingview;42127.0
LSFinancial;15376.0
TV_TradingIdeas;13968.0
