Tweet_id,User,Links
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2FcxF6l
969089907217125376,NBCNews,nbcnews.to/2GXugFt
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GXM2bP
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2oA2V5z
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,pscp.tv/w/bWhV0TI5MjM1…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2oGlzbc
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GR7WgI
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GUHTWe
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2HT9o3w
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GWxyJ5
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,on.wgrz.com/2HX5p6c
969089907217125376,NBCNews,nbcnews.to/2GTeDip
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2ozyE6X
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2CJPd4p
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.com/feature/nbc-ou…
969089907217125376,NBCNews,twitter.com/NBCNews/status…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GQAbwf
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2F9JM49
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2oyerP0
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2oy6dGC
969089907217125376,NBCNews,nbcnews.to/2ow5JRl
969089907217125376,NBCNews,nbcnews.to/2Fh4a34
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,nbcnews.to/2GSJKed
969089907217125376,NBCNews,nbcnews.to/2GSI3NK
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089907217125376,NBCNews,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2t78Qnk
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2F62ne9
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2F453sB
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2F69lzQ
969089956487532544,CNN,cnn.it/2F6y9aS
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2F712nl
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,cnn.it/2FKrwMu
969089956487532544,CNN,cnn.it/2taySpO
969089956487532544,CNN,cnn.it/2t2XmkI
969089956487532544,CNN,cnn.it/2FKJNJm
969089956487532544,CNN,cnn.it/2F3O5P3
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
969089956487532544,CNN,twitter.com/i/web/status/9…
