Tweet_id,User,Mentions
969095357211856897,24h_tve,Deportes en Zona Mixta
969095357211856897,24h_tve,Deportes en Zona Mixta
969095357211856897,24h_tve,José Luis Toral
969095357211856897,24h_tve,La noche en 24 horas
969095357211856897,24h_tve,Esther Esteban
969095357211856897,24h_tve,Emilio de Andrés
969095357211856897,24h_tve,José Hervas
969095357211856897,24h_tve,Deportes en Zona Mixta
969095357211856897,24h_tve,Telediarios de TVE
969095357211856897,24h_tve,Emilio de Andrés
969095357211856897,24h_tve,Ana Belén Roy
969095357211856897,24h_tve,Telediarios de TVE
969095357211856897,24h_tve,Daniel Galindo
969095357211856897,24h_tve,Mariano Rajoy Brey
969095357211856897,24h_tve,Telediarios de TVE
969095357211856897,24h_tve,Telediarios de TVE
969095357211856897,24h_tve,Pilar García Muñiz
969095357211856897,24h_tve,silvia guerra
969095357211856897,24h_tve,24h
969095357211856897,24h_tve,Érika Reija
969095357211856897,24h_tve,Carlos Carrizosa
969095357211856897,24h_tve,francesca Campoy
969095357211856897,24h_tve,ANGELES BRAVO
969095357211856897,24h_tve,Desaparecidos (TVE)
969095357211856897,24h_tve,ANGELES BRAVO
