Account;date;Followers
ahorapodemos;2018-03-07;1324810.0
CNNPolitics;2018-03-07;2620650.0
bpolitics;2018-03-07;235655.0
ABCPolitics;2018-03-07;682862.0
MSNBC;2018-03-07;2037325.0
latimes;2018-03-07;3215109.0
thehill;2018-03-07;3008538.0
vox_es;2018-03-07;70249.0
cope_es;2018-03-07;341355.0
OndaCero_es;2018-03-07;494642.0
UberFacts;2018-03-07;14518902.0
BuzzFeed;2018-03-07;6466358.0
SavedYouAClick;2018-03-07;259696.0
MoviePass;2018-03-07;46519.0
kalesalad;2018-03-07;159938.0
cuantocabron;2018-03-07;209425.0
ladbible;2018-03-07;2046561.0
mental_floss;2018-03-07;649051.0
elmundotoday;2018-03-07;1163976.0
Cabronazi;2018-03-07;253134.0
lavecinarubia;2018-03-07;386243.0
pourmecoffee;2018-03-07;280418.0
NFL_Memes;2018-03-07;441355.0
9GAG;2018-03-07;14670195.0
funnyordie;2018-03-07;14397943.0
netflix;2018-03-07;4791172.0
hbo;2018-03-07;1926209.0
FOXTV;2018-03-07;1257861.0
SonyPicsTeens;2018-03-07;2989814.0
Miramax;2018-03-07;429029.0
NBC;2018-03-07;1800156.0
La1_tve;2018-03-07;533269.0
laSextaTV;2018-03-07;895880.0
9gagtv;2018-03-07;187308.0
PrimeVideo;2018-03-07;372741.0
hulu;2018-03-07;532074.0
CBS;2018-03-07;973462.0
shows_tv;2018-03-07;14332.0
MarvelStudios;2018-03-07;708076.0
TwitterMovies;2018-03-07;7197102.0
policia;2018-03-07;3131442.0
CIA;2018-03-07;2283241.0
WhiteHouse;2018-03-07;16754589.0
casareal;2018-03-07;833286.0
nswpolice;2018-03-07;153320.0
guardiacivil;2018-03-07;1197414.0
DGTes;2018-03-07;201584.0
esa;2018-03-07;827487.0
NASA;2018-03-07;28712501.0
CERN;2018-03-07;2567195.0
EU_Commission;2018-03-07;914191.0
UN;2018-03-07;10149950.0
EUCouncil;2018-03-07;314855.0
ONU_es;2018-03-07;949451.0
UNICEF;2018-03-07;7151132.0
sockington;2018-03-07;1420597.0
Fascinatingpics;2018-03-07;6520353.0
shedancestibet;2018-03-07;24047.0
A_single_bear;2018-03-07;112482.0
BronxZoosCobra;2018-03-07;158975.0
MoveTheWorld;2018-03-07;118149.0
peta;2018-03-07;1061914.0
dodo;2018-03-07;767082.0
BuzzFeedAnimals;2018-03-07;105889.0
NationalZoo;2018-03-07;424874.0
fabulousanimals;2018-03-07;1093399.0
darth;2018-03-07;118970.0
EmrgencyKittens;2018-03-07;6557788.0
AnimalPlanet;2018-03-07;1592375.0
natgeowild;2018-03-07;922844.0
TEDTalks;2018-03-07;11010697.0
materia_ciencia;2018-03-07;713882.0
cienciaplus;2018-03-07;394168.0
WIREDScience;2018-03-07;2098826.0
ScienceMarchDC;2018-03-07;356002.0
sciencemagazine;2018-03-07;1120844.0
sciencemuseum;2018-03-07;665722.0
aaas;2018-03-07;88186.0
NSF;2018-03-07;1088994.0
PopSci;2018-03-07;1262139.0
scienceworldca;2018-03-07;17427.0
rdfrs;2018-03-07;80162.0
MarsCuriosity;2018-03-07;3930726.0
cienciatmx;2018-03-07;22.0
CdeCiencia;2018-03-07;54799.0
StockTwits;2018-03-07;599294.0
business;2018-03-07;4645136.0
1Brokercom;2018-03-07;4658.0
LSFinancial;2018-03-07;15389.0
TV_TradingIdeas;2018-03-07;13909.0
mytradingbuddy;2018-03-07;84771.0
HarvardBiz;2018-03-07;5356467.0
BabyPips;2018-03-07;87130.0
FTTradingRoom;2018-03-07;23564.0
TradingNation;2018-03-07;16890.0
BigCheds;2018-03-07;46831.0
DanielsTrading;2018-03-07;6467.0
canuck2usa;2018-03-07;43190.0
BourseetTrading;2018-03-07;15137.0
tradingview;2018-03-07;41549.0
bonappetit;2018-03-08;3203813.0
NatGeoFood;2018-03-08;35704.0
TwitterFood;2018-03-08;838608.0
Fooddotcom;2018-03-08;29.0
newfoodeconomy;2018-03-08;6025.0
bflay;2018-03-08;2703663.0
RealCarrotFacts;2018-03-08;221584.0
NYTFood;2018-03-08;1419973.0
CivilEats;2018-03-08;92392.0
Seriouseats;2018-03-08;804857.0
RealCapnCrunch;2018-03-08;41696.0
iowagirleats;2018-03-08;15297.0
spoonuniversity;2018-03-08;17260.0
foodandwine;2018-03-08;6673485.0
epicurious;2018-03-08;2799400.0
Newsweek;2018-03-08;3423064.0
nytimes;2018-03-08;41342518.0
NBCNews;2018-03-08;5906692.0
CNN;2018-03-08;39652257.0
washingtonpost;2018-03-08;12208299.0
BBCWorld;2018-03-08;22804183.0
WSJ;2018-03-08;15604889.0
FoxNews;2018-03-08;17352591.0
ABC;2018-03-08;13611130.0
Reuters;2018-03-08;19456017.0
el_pais;2018-03-08;6581029.0
abc_es;2018-03-08;1523755.0
antena3com;2018-03-08;1356629.0
noticias_cuatro;2018-03-08;801596.0
24h_tve;2018-03-08;1264768.0
ecosdelbalon;2018-03-08;38641.0
NYT4thDownBot;2018-03-08;25928.0
baseballpro;2018-03-08;114927.0
FutbolAvanzado;2018-03-08;24089.0
NBA;2018-03-08;27393478.0
LaLiga;2018-03-08;3504615.0
AnalyseSport;2018-03-08;8572.0
Olympics;2018-03-08;6124980.0
wizard_cfc;2018-03-08;15358.0
ThatGuyTipsterr;2018-03-08;8073.0
moneyballfutbol;2018-03-08;2826.0
Multi_Apuesta;2018-03-08;50116.0
AP_Sports;2018-03-08;120180.0
sportbible;2018-03-08;1300906.0
SportsCenter;2018-03-08;35547327.0
livefolk;2018-03-08;201.0
travel;2018-03-08;6271286.0
NatGeoTravel;2018-03-08;6564732.0
TravelLeisure;2018-03-08;4017827.0
Earth_Pics;2018-03-08;8469174.0
EarthPix;2018-03-08;3033603.0
frugaltraveler;2018-03-08;517039.0
nytimestravel;2018-03-08;1142153.0
BBC_Travel;2018-03-08;983119.0
TelegraphTravel;2018-03-08;284639.0
TravelMagazine;2018-03-08;2787241.0
CNTraveler;2018-03-08;3204694.0
ThatsEarth;2018-03-08;1463117.0
chicagoideas;2018-03-08;39380.0
ViajaEnElMundo;2018-03-08;130353.0
TheBlondeSalad;2018-03-08;9936.0
kenzo;2018-03-08;320452.0
voguemagazine;2018-03-08;13663924.0
BritishVogue;2018-03-08;3608493.0
ELLEmagazine;2018-03-08;6862527.0
Cosmopolitan;2018-03-08;1726075.0
Fashionista_com;2018-03-08;2252836.0
WhoWhatWear;2018-03-08;2330527.0
TheCut;2018-03-08;1431022.0
TimesFashion;2018-03-08;2507884.0
ELLEUK;2018-03-08;1221393.0
LondonFashionWk;2018-03-08;1269061.0
VictoriasSecret;2018-03-08;11503706.0
styleinmadrid;2018-03-08;28504.0
RevistaInStyle;2018-03-08;31090.0
Sephora;2018-03-08;2387621.0
CiudadanosCs;2018-03-08;462284.0
Bcnisnotcat_;2018-03-08;54151.0
AMI__cat;2018-03-08;37418.0
TheDemocrats;2018-03-08;1428235.0
epp;2018-03-08;125114.0
ahorapodemos;2018-03-08;1325038.0
CNNPolitics;2018-03-08;2621948.0
bpolitics;2018-03-08;235721.0
ABCPolitics;2018-03-08;683745.0
MSNBC;2018-03-08;2038221.0
latimes;2018-03-08;3215515.0
thehill;2018-03-08;3010415.0
vox_es;2018-03-08;70306.0
cope_es;2018-03-08;341414.0
OndaCero_es;2018-03-08;494730.0
UberFacts;2018-03-08;14518025.0
BuzzFeed;2018-03-08;6468155.0
SavedYouAClick;2018-03-08;259688.0
MoviePass;2018-03-08;46579.0
kalesalad;2018-03-08;160033.0
cuantocabron;2018-03-08;209379.0
ladbible;2018-03-08;2046684.0
mental_floss;2018-03-08;649100.0
elmundotoday;2018-03-08;1164789.0
Cabronazi;2018-03-08;253200.0
lavecinarubia;2018-03-08;387222.0
pourmecoffee;2018-03-08;280412.0
NFL_Memes;2018-03-08;441316.0
9GAG;2018-03-08;14676154.0
funnyordie;2018-03-08;14397432.0
netflix;2018-03-08;4793679.0
hbo;2018-03-08;1926526.0
FOXTV;2018-03-08;1257901.0
SonyPicsTeens;2018-03-08;2988895.0
Miramax;2018-03-08;428924.0
NBC;2018-03-08;1800544.0
La1_tve;2018-03-08;533380.0
laSextaTV;2018-03-08;896023.0
9gagtv;2018-03-08;187272.0
PrimeVideo;2018-03-08;372749.0
hulu;2018-03-08;532033.0
CBS;2018-03-08;973865.0
shows_tv;2018-03-08;14333.0
MarvelStudios;2018-03-08;712784.0
TwitterMovies;2018-03-08;7196650.0
policia;2018-03-08;3132134.0
CIA;2018-03-08;2284302.0
WhiteHouse;2018-03-08;16759141.0
casareal;2018-03-08;833643.0
nswpolice;2018-03-08;153342.0
guardiacivil;2018-03-08;1198128.0
DGTes;2018-03-08;201625.0
esa;2018-03-08;827632.0
NASA;2018-03-08;28724946.0
CERN;2018-03-08;2568263.0
EU_Commission;2018-03-08;914654.0
UN;2018-03-08;10153913.0
EUCouncil;2018-03-08;315119.0
ONU_es;2018-03-08;950289.0
UNICEF;2018-03-08;7153215.0
sockington;2018-03-08;1420545.0
Fascinatingpics;2018-03-08;6529607.0
shedancestibet;2018-03-08;24022.0
A_single_bear;2018-03-08;112495.0
BronxZoosCobra;2018-03-08;158962.0
MoveTheWorld;2018-03-08;118120.0
peta;2018-03-08;1061829.0
dodo;2018-03-08;768043.0
BuzzFeedAnimals;2018-03-08;105910.0
NationalZoo;2018-03-08;425441.0
fabulousanimals;2018-03-08;1093705.0
darth;2018-03-08;119140.0
EmrgencyKittens;2018-03-08;6570363.0
AnimalPlanet;2018-03-08;1592763.0
natgeowild;2018-03-08;922954.0
TEDTalks;2018-03-08;11012557.0
materia_ciencia;2018-03-08;714632.0
cienciaplus;2018-03-08;394650.0
WIREDScience;2018-03-08;2098829.0
ScienceMarchDC;2018-03-08;355997.0
sciencemagazine;2018-03-08;1121276.0
sciencemuseum;2018-03-08;665740.0
aaas;2018-03-08;88279.0
NSF;2018-03-08;1089105.0
PopSci;2018-03-08;1262224.0
scienceworldca;2018-03-08;17443.0
rdfrs;2018-03-08;80206.0
MarsCuriosity;2018-03-08;3930617.0
cienciatmx;2018-03-08;22.0
CdeCiencia;2018-03-08;54926.0
StockTwits;2018-03-08;599374.0
business;2018-03-08;4646540.0
1Brokercom;2018-03-08;4661.0
LSFinancial;2018-03-08;15388.0
TV_TradingIdeas;2018-03-08;13928.0
mytradingbuddy;2018-03-08;84653.0
HarvardBiz;2018-03-08;5357502.0
BabyPips;2018-03-08;87165.0
FTTradingRoom;2018-03-08;23574.0
TradingNation;2018-03-08;16916.0
BigCheds;2018-03-08;47343.0
DanielsTrading;2018-03-08;6467.0
canuck2usa;2018-03-08;43180.0
BourseetTrading;2018-03-08;15157.0
tradingview;2018-03-08;41633.0
bonappetit;2018-03-09;3205000.0
NatGeoFood;2018-03-09;35717.0
TwitterFood;2018-03-09;838401.0
Fooddotcom;2018-03-09;29.0
newfoodeconomy;2018-03-09;6033.0
bflay;2018-03-09;2704464.0
RealCarrotFacts;2018-03-09;221526.0
NYTFood;2018-03-09;1419786.0
CivilEats;2018-03-09;92347.0
Seriouseats;2018-03-09;804750.0
RealCapnCrunch;2018-03-09;41670.0
iowagirleats;2018-03-09;15295.0
spoonuniversity;2018-03-09;17254.0
foodandwine;2018-03-09;6673285.0
epicurious;2018-03-09;2799184.0
Newsweek;2018-03-09;3422478.0
nytimes;2018-03-09;41345522.0
NBCNews;2018-03-09;5908406.0
CNN;2018-03-09;39656158.0
washingtonpost;2018-03-09;12211221.0
BBCWorld;2018-03-09;22808260.0
WSJ;2018-03-09;15604382.0
FoxNews;2018-03-09;17358174.0
ABC;2018-03-09;13617633.0
Reuters;2018-03-09;19456300.0
el_pais;2018-03-09;6581415.0
abc_es;2018-03-09;1523963.0
antena3com;2018-03-09;1356634.0
noticias_cuatro;2018-03-09;801637.0
24h_tve;2018-03-09;1264895.0
ecosdelbalon;2018-03-09;38648.0
NYT4thDownBot;2018-03-09;25921.0
baseballpro;2018-03-09;114953.0
FutbolAvanzado;2018-03-09;24128.0
NBA;2018-03-09;27390362.0
LaLiga;2018-03-09;3506268.0
AnalyseSport;2018-03-09;8572.0
Olympics;2018-03-09;6129957.0
wizard_cfc;2018-03-09;15405.0
ThatGuyTipsterr;2018-03-09;8157.0
moneyballfutbol;2018-03-09;2812.0
Multi_Apuesta;2018-03-09;50101.0
AP_Sports;2018-03-09;120139.0
sportbible;2018-03-09;1300568.0
SportsCenter;2018-03-09;35543565.0
livefolk;2018-03-09;201.0
travel;2018-03-09;6281376.0
NatGeoTravel;2018-03-09;6567906.0
TravelLeisure;2018-03-09;4017780.0
Earth_Pics;2018-03-09;8472214.0
EarthPix;2018-03-09;3033038.0
frugaltraveler;2018-03-09;516862.0
nytimestravel;2018-03-09;1141916.0
BBC_Travel;2018-03-09;982757.0
TelegraphTravel;2018-03-09;284567.0
TravelMagazine;2018-03-09;2787061.0
CNTraveler;2018-03-09;3206619.0
ThatsEarth;2018-03-09;1462854.0
chicagoideas;2018-03-09;39367.0
ViajaEnElMundo;2018-03-09;130349.0
TheBlondeSalad;2018-03-09;9935.0
kenzo;2018-03-09;320365.0
voguemagazine;2018-03-09;13662513.0
BritishVogue;2018-03-09;3607585.0
ELLEmagazine;2018-03-09;6861536.0
Cosmopolitan;2018-03-09;1725726.0
Fashionista_com;2018-03-09;2252422.0
WhoWhatWear;2018-03-09;2329847.0
TheCut;2018-03-09;1430543.0
TimesFashion;2018-03-09;2506541.0
ELLEUK;2018-03-09;1220829.0
LondonFashionWk;2018-03-09;1268727.0
VictoriasSecret;2018-03-09;11501454.0
styleinmadrid;2018-03-09;28492.0
RevistaInStyle;2018-03-09;31082.0
Sephora;2018-03-09;2387295.0
CiudadanosCs;2018-03-09;462440.0
Bcnisnotcat_;2018-03-09;54257.0
AMI__cat;2018-03-09;37435.0
TheDemocrats;2018-03-09;1428130.0
epp;2018-03-09;124975.0
ahorapodemos;2018-03-09;1325140.0
CNNPolitics;2018-03-09;2622985.0
bpolitics;2018-03-09;235854.0
ABCPolitics;2018-03-09;684448.0
MSNBC;2018-03-09;2038828.0
latimes;2018-03-09;3215231.0
thehill;2018-03-09;3011671.0
vox_es;2018-03-09;70346.0
cope_es;2018-03-09;341423.0
OndaCero_es;2018-03-09;494758.0
UberFacts;2018-03-09;14515158.0
BuzzFeed;2018-03-09;6469447.0
SavedYouAClick;2018-03-09;259701.0
MoviePass;2018-03-09;46611.0
kalesalad;2018-03-09;160149.0
cuantocabron;2018-03-09;209352.0
ladbible;2018-03-09;2046628.0
mental_floss;2018-03-09;649097.0
elmundotoday;2018-03-09;1165403.0
Cabronazi;2018-03-09;253206.0
lavecinarubia;2018-03-09;387887.0
pourmecoffee;2018-03-09;280387.0
NFL_Memes;2018-03-09;441302.0
9GAG;2018-03-09;14680824.0
funnyordie;2018-03-09;14394472.0
netflix;2018-03-09;4800900.0
hbo;2018-03-09;1926451.0
FOXTV;2018-03-09;1257410.0
SonyPicsTeens;2018-03-09;2984147.0
Miramax;2018-03-09;428595.0
NBC;2018-03-09;1800559.0
La1_tve;2018-03-09;533447.0
laSextaTV;2018-03-09;896113.0
9gagtv;2018-03-09;187189.0
PrimeVideo;2018-03-09;372705.0
hulu;2018-03-09;531834.0
CBS;2018-03-09;974010.0
shows_tv;2018-03-09;14334.0
MarvelStudios;2018-03-09;716414.0
TwitterMovies;2018-03-09;7194161.0
policia;2018-03-09;3132597.0
CIA;2018-03-09;2284519.0
WhiteHouse;2018-03-09;16760978.0
casareal;2018-03-09;833967.0
nswpolice;2018-03-09;153341.0
guardiacivil;2018-03-09;1198838.0
DGTes;2018-03-09;201631.0
esa;2018-03-09;827703.0
NASA;2018-03-09;28733018.0
CERN;2018-03-09;2569024.0
EU_Commission;2018-03-09;914752.0
UN;2018-03-09;10155647.0
EUCouncil;2018-03-09;315174.0
ONU_es;2018-03-09;950816.0
UNICEF;2018-03-09;7153431.0
sockington;2018-03-09;1420414.0
Fascinatingpics;2018-03-09;6535660.0
shedancestibet;2018-03-09;23962.0
A_single_bear;2018-03-09;112580.0
BronxZoosCobra;2018-03-09;158946.0
MoveTheWorld;2018-03-09;118079.0
peta;2018-03-09;1061504.0
dodo;2018-03-09;768920.0
BuzzFeedAnimals;2018-03-09;105917.0
NationalZoo;2018-03-09;426018.0
fabulousanimals;2018-03-09;1094069.0
darth;2018-03-09;119176.0
EmrgencyKittens;2018-03-09;6582759.0
AnimalPlanet;2018-03-09;1592995.0
natgeowild;2018-03-09;923325.0
TEDTalks;2018-03-09;11012486.0
materia_ciencia;2018-03-09;715216.0
cienciaplus;2018-03-09;395038.0
WIREDScience;2018-03-09;2098322.0
ScienceMarchDC;2018-03-09;355994.0
sciencemagazine;2018-03-09;1121469.0
sciencemuseum;2018-03-09;665746.0
aaas;2018-03-09;88314.0
NSF;2018-03-09;1089048.0
PopSci;2018-03-09;1262144.0
scienceworldca;2018-03-09;17463.0
rdfrs;2018-03-09;80243.0
MarsCuriosity;2018-03-09;3930263.0
cienciatmx;2018-03-09;22.0
CdeCiencia;2018-03-09;54990.0
StockTwits;2018-03-09;599293.0
business;2018-03-09;4646428.0
1Brokercom;2018-03-09;4654.0
LSFinancial;2018-03-09;15380.0
TV_TradingIdeas;2018-03-09;13907.0
mytradingbuddy;2018-03-09;84223.0
HarvardBiz;2018-03-09;5357829.0
BabyPips;2018-03-09;87121.0
FTTradingRoom;2018-03-09;23572.0
TradingNation;2018-03-09;16946.0
BigCheds;2018-03-09;47893.0
DanielsTrading;2018-03-09;6464.0
canuck2usa;2018-03-09;43270.0
BourseetTrading;2018-03-09;15138.0
tradingview;2018-03-09;41644.0
bonappetit;2018-03-10;3206329.0
NatGeoFood;2018-03-10;35733.0
TwitterFood;2018-03-10;838326.0
Fooddotcom;2018-03-10;29.0
newfoodeconomy;2018-03-10;6048.0
bflay;2018-03-10;2705357.0
RealCarrotFacts;2018-03-10;221478.0
NYTFood;2018-03-10;1419754.0
CivilEats;2018-03-10;92350.0
Seriouseats;2018-03-10;804859.0
RealCapnCrunch;2018-03-10;41657.0
iowagirleats;2018-03-10;15290.0
spoonuniversity;2018-03-10;17252.0
foodandwine;2018-03-10;6673578.0
epicurious;2018-03-10;2799218.0
Newsweek;2018-03-10;3422432.0
nytimes;2018-03-10;41353077.0
NBCNews;2018-03-10;5910888.0
CNN;2018-03-10;39665103.0
washingtonpost;2018-03-10;12215635.0
BBCWorld;2018-03-10;22815434.0
WSJ;2018-03-10;15606107.0
FoxNews;2018-03-10;17364742.0
ABC;2018-03-10;13625843.0
Reuters;2018-03-10;19459387.0
el_pais;2018-03-10;6582212.0
abc_es;2018-03-10;1524263.0
antena3com;2018-03-10;1356737.0
noticias_cuatro;2018-03-10;801736.0
24h_tve;2018-03-10;1265068.0
ecosdelbalon;2018-03-10;38671.0
NYT4thDownBot;2018-03-10;25916.0
baseballpro;2018-03-10;114972.0
FutbolAvanzado;2018-03-10;24185.0
NBA;2018-03-10;27392197.0
LaLiga;2018-03-10;3509014.0
AnalyseSport;2018-03-10;8571.0
Olympics;2018-03-10;6134901.0
wizard_cfc;2018-03-10;15455.0
ThatGuyTipsterr;2018-03-10;8176.0
moneyballfutbol;2018-03-10;2812.0
Multi_Apuesta;2018-03-10;50109.0
AP_Sports;2018-03-10;120132.0
sportbible;2018-03-10;1300485.0
SportsCenter;2018-03-10;35545162.0
livefolk;2018-03-10;201.0
travel;2018-03-10;6291604.0
NatGeoTravel;2018-03-10;6571425.0
TravelLeisure;2018-03-10;4018254.0
Earth_Pics;2018-03-10;8475757.0
EarthPix;2018-03-10;3032808.0
frugaltraveler;2018-03-10;516828.0
nytimestravel;2018-03-10;1141923.0
BBC_Travel;2018-03-10;982766.0
TelegraphTravel;2018-03-10;284635.0
TravelMagazine;2018-03-10;2787376.0
CNTraveler;2018-03-10;3208834.0
ThatsEarth;2018-03-10;1462722.0
chicagoideas;2018-03-10;39361.0
ViajaEnElMundo;2018-03-10;130423.0
TheBlondeSalad;2018-03-10;9935.0
kenzo;2018-03-10;320357.0
voguemagazine;2018-03-10;13662651.0
BritishVogue;2018-03-10;3607235.0
ELLEmagazine;2018-03-10;6861608.0
Cosmopolitan;2018-03-10;1725758.0
Fashionista_com;2018-03-10;2252323.0
WhoWhatWear;2018-03-10;2329568.0
TheCut;2018-03-10;1430380.0
TimesFashion;2018-03-10;2505919.0
ELLEUK;2018-03-10;1220617.0
LondonFashionWk;2018-03-10;1268691.0
VictoriasSecret;2018-03-10;11501560.0
styleinmadrid;2018-03-10;28488.0
RevistaInStyle;2018-03-10;31080.0
Sephora;2018-03-10;2387321.0
CiudadanosCs;2018-03-10;462580.0
Bcnisnotcat_;2018-03-10;54391.0
AMI__cat;2018-03-10;37457.0
TheDemocrats;2018-03-10;1428235.0
epp;2018-03-10;124915.0
ahorapodemos;2018-03-10;1325300.0
CNNPolitics;2018-03-10;2624243.0
bpolitics;2018-03-10;235931.0
ABCPolitics;2018-03-10;685299.0
MSNBC;2018-03-10;2039633.0
latimes;2018-03-10;3215609.0
thehill;2018-03-10;3013185.0
vox_es;2018-03-10;70398.0
cope_es;2018-03-10;341479.0
OndaCero_es;2018-03-10;494840.0
UberFacts;2018-03-10;14514151.0
BuzzFeed;2018-03-10;6471294.0
SavedYouAClick;2018-03-10;259722.0
MoviePass;2018-03-10;46687.0
kalesalad;2018-03-10;161215.0
cuantocabron;2018-03-10;209314.0
ladbible;2018-03-10;2046924.0
mental_floss;2018-03-10;649203.0
elmundotoday;2018-03-10;1165901.0
Cabronazi;2018-03-10;253266.0
lavecinarubia;2018-03-10;388676.0
pourmecoffee;2018-03-10;280414.0
NFL_Memes;2018-03-10;441307.0
9GAG;2018-03-10;14688195.0
funnyordie;2018-03-10;14393447.0
netflix;2018-03-10;4804653.0
hbo;2018-03-10;1926738.0
FOXTV;2018-03-10;1257406.0
SonyPicsTeens;2018-03-10;2982307.0
Miramax;2018-03-10;428455.0
NBC;2018-03-10;1800999.0
La1_tve;2018-03-10;533557.0
laSextaTV;2018-03-10;896242.0
9gagtv;2018-03-10;187146.0
PrimeVideo;2018-03-10;372721.0
hulu;2018-03-10;531837.0
CBS;2018-03-10;974408.0
shows_tv;2018-03-10;14333.0
MarvelStudios;2018-03-10;720261.0
TwitterMovies;2018-03-10;7193146.0
policia;2018-03-10;3133141.0
CIA;2018-03-10;2284727.0
WhiteHouse;2018-03-10;16764759.0
casareal;2018-03-10;834284.0
nswpolice;2018-03-10;153357.0
guardiacivil;2018-03-10;1199521.0
DGTes;2018-03-10;201675.0
esa;2018-03-10;827913.0
NASA;2018-03-10;28745338.0
CERN;2018-03-10;2570089.0
EU_Commission;2018-03-10;915031.0
UN;2018-03-10;10158926.0
EUCouncil;2018-03-10;315312.0
ONU_es;2018-03-10;951341.0
UNICEF;2018-03-10;7154714.0
sockington;2018-03-10;1420333.0
Fascinatingpics;2018-03-10;6537438.0
shedancestibet;2018-03-10;23938.0
A_single_bear;2018-03-10;112624.0
BronxZoosCobra;2018-03-10;158938.0
MoveTheWorld;2018-03-10;118069.0
peta;2018-03-10;1061452.0
dodo;2018-03-10;770109.0
BuzzFeedAnimals;2018-03-10;105943.0
NationalZoo;2018-03-10;426556.0
fabulousanimals;2018-03-10;1094162.0
darth;2018-03-10;119202.0
EmrgencyKittens;2018-03-10;6591657.0
AnimalPlanet;2018-03-10;1593527.0
natgeowild;2018-03-10;923672.0
TEDTalks;2018-03-10;11014158.0
materia_ciencia;2018-03-10;715888.0
cienciaplus;2018-03-10;395422.0
WIREDScience;2018-03-10;2098156.0
ScienceMarchDC;2018-03-10;356010.0
sciencemagazine;2018-03-10;1121811.0
sciencemuseum;2018-03-10;665859.0
aaas;2018-03-10;88374.0
NSF;2018-03-10;1089077.0
PopSci;2018-03-10;1262199.0
scienceworldca;2018-03-10;17464.0
rdfrs;2018-03-10;80277.0
MarsCuriosity;2018-03-10;3930386.0
cienciatmx;2018-03-10;22.0
CdeCiencia;2018-03-10;55072.0
StockTwits;2018-03-10;599293.0
business;2018-03-10;4647343.0
1Brokercom;2018-03-10;4661.0
LSFinancial;2018-03-10;15374.0
TV_TradingIdeas;2018-03-10;13913.0
mytradingbuddy;2018-03-10;84119.0
HarvardBiz;2018-03-10;5358821.0
BabyPips;2018-03-10;87122.0
FTTradingRoom;2018-03-10;23576.0
TradingNation;2018-03-10;16964.0
BigCheds;2018-03-10;48261.0
DanielsTrading;2018-03-10;6461.0
canuck2usa;2018-03-10;43395.0
BourseetTrading;2018-03-10;15151.0
tradingview;2018-03-10;41694.0
bonappetit;2018-03-11;3207768.0
NatGeoFood;2018-03-11;35741.0
TwitterFood;2018-03-11;838373.0
Fooddotcom;2018-03-11;29.0
newfoodeconomy;2018-03-11;6059.0
bflay;2018-03-11;2706377.0
RealCarrotFacts;2018-03-11;221445.0
NYTFood;2018-03-11;1419801.0
CivilEats;2018-03-11;92386.0
Seriouseats;2018-03-11;804997.0
RealCapnCrunch;2018-03-11;41661.0
iowagirleats;2018-03-11;15293.0
spoonuniversity;2018-03-11;17251.0
foodandwine;2018-03-11;6674304.0
epicurious;2018-03-11;2799493.0
Newsweek;2018-03-11;3422703.0
nytimes;2018-03-11;41363788.0
NBCNews;2018-03-11;5914157.0
CNN;2018-03-11;39676797.0
washingtonpost;2018-03-11;12221283.0
BBCWorld;2018-03-11;22824587.0
WSJ;2018-03-11;15609519.0
FoxNews;2018-03-11;17372011.0
ABC;2018-03-11;13634676.0
Reuters;2018-03-11;19464243.0
el_pais;2018-03-11;6584405.0
abc_es;2018-03-11;1525118.0
antena3com;2018-03-11;1357208.0
noticias_cuatro;2018-03-11;802201.0
24h_tve;2018-03-11;1265647.0
ecosdelbalon;2018-03-11;38678.0
NYT4thDownBot;2018-03-11;25917.0
baseballpro;2018-03-11;115012.0
FutbolAvanzado;2018-03-11;24195.0
NBA;2018-03-11;27397336.0
LaLiga;2018-03-11;3511403.0
AnalyseSport;2018-03-11;8568.0
Olympics;2018-03-11;6139270.0
wizard_cfc;2018-03-11;15493.0
ThatGuyTipsterr;2018-03-11;8175.0
moneyballfutbol;2018-03-11;2816.0
Multi_Apuesta;2018-03-11;50101.0
AP_Sports;2018-03-11;120138.0
sportbible;2018-03-11;1300499.0
SportsCenter;2018-03-11;35550112.0
livefolk;2018-03-11;202.0
travel;2018-03-11;6301443.0
NatGeoTravel;2018-03-11;6574938.0
TravelLeisure;2018-03-11;4018925.0
Earth_Pics;2018-03-11;8479022.0
EarthPix;2018-03-11;3032565.0
frugaltraveler;2018-03-11;516846.0
nytimestravel;2018-03-11;1142070.0
BBC_Travel;2018-03-11;982934.0
TelegraphTravel;2018-03-11;284725.0
TravelMagazine;2018-03-11;2787834.0
CNTraveler;2018-03-11;3211037.0
ThatsEarth;2018-03-11;1462651.0
chicagoideas;2018-03-11;39366.0
ViajaEnElMundo;2018-03-11;130477.0
TheBlondeSalad;2018-03-11;9933.0
kenzo;2018-03-11;320440.0
voguemagazine;2018-03-11;13664146.0
BritishVogue;2018-03-11;3607476.0
ELLEmagazine;2018-03-11;6862342.0
Cosmopolitan;2018-03-11;1725941.0
Fashionista_com;2018-03-11;2252661.0
WhoWhatWear;2018-03-11;2329509.0
TheCut;2018-03-11;1430455.0
TimesFashion;2018-03-11;2505923.0
ELLEUK;2018-03-11;1220638.0
LondonFashionWk;2018-03-11;1268949.0
VictoriasSecret;2018-03-11;11502692.0
styleinmadrid;2018-03-11;28489.0
RevistaInStyle;2018-03-11;31084.0
Sephora;2018-03-11;2387576.0
CiudadanosCs;2018-03-11;462915.0
Bcnisnotcat_;2018-03-11;54605.0
AMI__cat;2018-03-11;37473.0
TheDemocrats;2018-03-11;1428388.0
epp;2018-03-11;124904.0
ahorapodemos;2018-03-11;1325602.0
CNNPolitics;2018-03-11;2625610.0
